physically,painful,0.13141,0.63784,0.068971,0.034494,0.068971,0.017256,0.051732,0.034494,0.051732,0.017256,0.017256,0.43824,0.10645,0.10144,0.077209,0.059976,0.039306,0.042006,0.039435,0.031158,0.064784
not,blind,0.030017,0.125,0.015638,0.046883,0.062506,0.062506,0.062506,0.15624,0.14062,0.14062,0.18749,0.10781,0.045734,0.058476,0.058061,0.072034,0.08786,0.12124,0.14153,0.10858,0.19867
truly,original,0.021987,0.029662,0.019775,0.01695,0.029662,0.05791,0.056498,0.088983,0.15819,0.16384,0.37853,0.022971,0.013412,0.01975,0.023216,0.040779,0.064521,0.12263,0.19846,0.17497,0.31928
very,elegant,0.15773,1.2657e-05,1.2657e-05,0.012669,0.037983,0.012669,0.075952,0.15189,0.25315,0.10127,0.3544,0.047377,0.026489,0.035413,0.039451,0.060443,0.086375,0.1396,0.18155,0.14586,0.23744
pretty,disturbing,0.036198,0.045458,0.01705,0.011369,0.039776,0.045458,0.10227,0.19886,0.25567,0.13636,0.14772,0.044829,0.027174,0.03489,0.04084,0.066432,0.098382,0.1604,0.19283,0.14124,0.19298
there,other,0.092702,0.11764,0.09804,0.058832,0.019624,0.13725,0.078436,0.13725,0.058832,0.09804,0.19606,0.10787,0.048319,0.060573,0.060756,0.074598,0.090302,0.12301,0.14015,0.10827,0.18615
surprisingly,great,0.073723,4.3858e-06,0.0087759,0.013162,0.021933,0.0087759,0.043862,0.15789,0.32017,0.21052,0.21491,0.015476,0.01186,0.016968,0.021614,0.040305,0.070614,0.14351,0.21701,0.17999,0.28265
really,entertaining,0.018327,0.022433,0.017711,0.018891,0.031878,0.036601,0.09327,0.15348,0.25974,0.15112,0.21487,0.03329,0.020369,0.029628,0.035914,0.061009,0.092163,0.15401,0.20133,0.14853,0.22376
very,tame,0.049833,0.038464,0.076924,0.1,0.12692,0.15384,0.11923,0.15,0.088462,0.057694,0.088462,0.091713,0.056689,0.081518,0.089811,0.11488,0.12151,0.13105,0.11902,0.07733,0.11648
so,inclined,0.088578,0.071431,0.03572,0.017864,0.098214,0.089287,0.071431,0.16071,0.16964,0.125,0.16071,0.080801,0.03418,0.043428,0.042112,0.054321,0.069501,0.11025,0.14819,0.1385,0.27871
so,big,0.0063278,0.11199,0.047432,0.064559,0.054019,0.075099,0.085639,0.10013,0.13043,0.094862,0.23583,0.1047,0.045383,0.056285,0.054979,0.067419,0.080727,0.11574,0.138,0.11969,0.21708
so,difficult,0.0072233,0.088768,0.039856,0.043479,0.036233,0.047102,0.05616,0.13043,0.14674,0.1413,0.26992,0.091197,0.038494,0.049188,0.047119,0.058059,0.071311,0.10895,0.14105,0.13035,0.26427
very,believable,0.019174,0.018031,0.0099401,0.016413,0.02196,0.040916,0.061951,0.13199,0.19672,0.18886,0.31322,0.0080367,0.0061202,0.0093302,0.012692,0.029143,0.057504,0.13586,0.24694,0.19919,0.29519
yet,sensitive,0.073644,0.042865,1.4284e-05,1.4284e-05,1.4284e-05,0.014298,0.057149,0.085716,0.19999,0.25712,0.34282,0.016399,0.0089337,0.013341,0.015132,0.026767,0.046986,0.1015,0.19066,0.18571,0.39457
so,fascinating,0.011544,0.025909,0.015546,0.0051838,0.015546,0.03109,0.051815,0.10104,0.17098,0.20207,0.38082,0.025916,0.012921,0.018596,0.019707,0.030351,0.046472,0.092391,0.16573,0.1751,0.41281
very,gentle,0.12484,0.026792,8.9278e-06,0.026792,0.0089367,0.0089367,0.071431,0.11607,0.2857,0.20535,0.24999,0.047549,0.026559,0.035489,0.039509,0.060472,0.086348,0.13947,0.18135,0.14577,0.23749
very,normal,0.02223,0.03774,0.018873,0.031451,0.056607,0.056607,0.056607,0.12578,0.18867,0.19496,0.2327,0.053838,0.028747,0.03776,0.040451,0.058293,0.07979,0.12689,0.16971,0.1446,0.25992
extremely,short,0.040718,0.11602,0.077349,0.093923,0.060776,0.11602,0.15469,0.077349,0.088398,0.055251,0.16022,0.14083,0.067866,0.082639,0.084259,0.10209,0.107,0.11853,0.10987,0.075981,0.11094
most,fitting,0.12299,1.6664e-05,0.066672,1.6664e-05,0.016681,0.016681,0.050008,0.1,0.13333,0.18332,0.43328,0.026902,0.013648,0.020177,0.022095,0.035367,0.056728,0.10972,0.18473,0.17303,0.35761
too,memorable,0.13427,0.012998,1.2985e-05,0.012998,0.06494,0.1039,0.19479,0.33763,0.14285,0.077925,0.051954,0.030691,0.023036,0.037023,0.048253,0.088548,0.14122,0.20187,0.18563,0.10893,0.13479
fairly,accurate,0.13122,0.027324,0.032789,0.016396,0.035521,0.057378,0.12295,0.18033,0.15027,0.17213,0.20492,0.053054,0.038434,0.05768,0.067736,0.10817,0.15545,0.19111,0.14112,0.080977,0.10626
nearly,empty,0.1108,0.1,0.12,0.080004,0.040012,0.1,0.040012,0.1,0.12,0.080004,0.21998,0.18638,0.081662,0.091185,0.086852,0.093939,0.087264,0.098152,0.093233,0.070791,0.11055
quite,bad,0.020227,0.12419,0.1371,0.12097,0.13226,0.10968,0.098387,0.1,0.07742,0.045162,0.054839,0.1746,0.09689,0.12405,0.12273,0.131,0.10119,0.085853,0.066421,0.039312,0.057958
more,american,0.077838,0.038469,0.051288,0.11538,0.064107,0.089745,0.076926,0.1923,0.1282,0.076926,0.16666,0.063454,0.033791,0.04707,0.051828,0.072717,0.097887,0.14055,0.16404,0.12666,0.202
visually,breathtaking,0.1048,0.037748,1.8864e-05,0.037748,1.8864e-05,0.018883,0.094341,0.13207,0.20753,0.075476,0.39617,0.03897,0.019151,0.026959,0.028605,0.042886,0.065124,0.11567,0.17564,0.16352,0.32348
more,awful,0.10016,0.44994,0.13333,0.033344,0.13333,0.083336,0.033344,0.016681,0.016681,0.066672,0.033344,0.3908,0.11892,0.11259,0.087171,0.075031,0.048082,0.046955,0.03916,0.029074,0.052219
openly,gay,0.29457,0.067798,0.025427,0.02119,0.033901,0.05085,0.067798,0.11441,0.22033,0.15254,0.24576,0.1729,0.07967,0.091526,0.088665,0.09606,0.089646,0.099227,0.096466,0.072744,0.1131
just,disappointing,0.1031,0.075002,0.075002,0.15625,0.1125,0.16875,0.16875,0.11875,0.075002,0.018755,0.031254,0.1977,0.11038,0.13226,0.13514,0.13762,0.099911,0.073536,0.048997,0.028013,0.036451
too,young,0.0057322,0.062928,0.026084,0.044343,0.047604,0.073362,0.099446,0.1389,0.15259,0.12227,0.23247,0.074249,0.036931,0.044834,0.046755,0.063881,0.085024,0.12945,0.15949,0.13462,0.22477
very,unrealistic,0.036621,0.14742,0.090586,0.094139,0.078153,0.11012,0.15453,0.1048,0.063944,0.062168,0.094139,0.20087,0.093217,0.10948,0.10658,0.11238,0.094029,0.089394,0.074284,0.049157,0.070615
well,paced,0.075816,0.012965,0.011113,0.01852,0.014816,0.035186,0.10556,0.18704,0.24074,0.16852,0.20555,0.024697,0.014288,0.019077,0.021585,0.0358,0.057868,0.11569,0.19163,0.18108,0.33828
really,interested,0.010485,0.070867,0.056431,0.074803,0.045932,0.076116,0.11024,0.1273,0.13911,0.099738,0.19947,0.094065,0.048539,0.061342,0.063742,0.080446,0.096121,0.12739,0.13876,0.10972,0.17988
so,certain,0.19812,0.047627,0.015886,0.031757,1.587e-05,1.587e-05,0.031757,0.19046,0.25394,0.12698,0.30156,0.091176,0.028593,0.035621,0.030021,0.035742,0.045679,0.081873,0.12504,0.13891,0.38734
most,appropriate,0.028313,0.061405,0.017547,0.035091,0.039476,0.048248,0.061405,0.14035,0.14473,0.17544,0.27631,0.044295,0.019691,0.027603,0.027912,0.039233,0.056422,0.10021,0.15986,0.15801,0.36677
also,fantastic,0.0071706,0.013568,0.0038778,0.0058158,0.0038778,0.01163,0.038761,0.069768,0.15504,0.19767,0.49999,0.0066815,0.0041317,0.0066433,0.0078366,0.014751,0.027479,0.070842,0.17026,0.19441,0.49697
certainly,entertaining,0.019262,0.010421,5.2081e-06,0.010421,0.026046,0.10417,0.21354,0.34374,0.17708,0.046878,0.06771,0.006444,0.0082005,0.018452,0.03089,0.094991,0.21021,0.30856,0.1945,0.068462,0.059288
not,dull,0.048395,0.022231,0.011121,0.033341,0.044451,0.05556,0.15555,0.22221,0.17777,0.1,0.17777,0.040875,0.029476,0.037373,0.045256,0.081826,0.10349,0.15136,0.18367,0.13133,0.19536
too,handsome,0.14479,0.017872,0.05358,0.017872,0.017872,0.017872,0.10714,0.14285,0.14285,0.089288,0.3928,0.051687,0.029517,0.040399,0.045801,0.067247,0.095566,0.14719,0.17587,0.1373,0.20942
completely,faithful,0.14852,1.2344e-05,1.2344e-05,1.2344e-05,1.2344e-05,0.061733,0.061733,0.14814,0.12345,0.23455,0.37034,0.034194,0.019514,0.027401,0.030621,0.047461,0.069302,0.12381,0.18473,0.16521,0.29776
seemingly,harmless,0.037134,0.055562,0.013901,0.041675,0.041675,0.027788,0.11111,0.16666,0.15277,0.13888,0.24998,0.030394,0.01863,0.025609,0.030331,0.052324,0.081492,0.14295,0.20275,0.16086,0.25466
completely,aware,0.050879,0.1129,0.048395,0.032269,0.016143,0.080648,0.064522,0.14515,0.19353,0.12903,0.17741,0.11324,0.04749,0.057029,0.05417,0.064849,0.07578,0.11033,0.13261,0.11849,0.22601
also,clever,0.095528,1.5623e-05,0.031261,0.031261,0.015638,0.015638,0.046883,0.18749,0.24998,0.24998,0.17186,0.014888,0.0099957,0.014974,0.019042,0.0381,0.067574,0.13843,0.22665,0.18282,0.28753
not,shy,0.24998,0.012198,0.012198,0.012198,0.021344,0.036587,0.064025,0.14939,0.25914,0.17988,0.25304,0.11242,0.051237,0.063517,0.064097,0.079423,0.093224,0.12181,0.13532,0.10472,0.17424
painfully,slow,0.0048898,0.20051,0.12339,0.14396,0.12339,0.11568,0.097686,0.077121,0.048845,0.028279,0.041133,0.20458,0.10783,0.13048,0.13346,0.13747,0.10236,0.075183,0.047965,0.02664,0.03402
particularly,strong,0.025577,0.027781,0.0079402,0.023813,0.027781,0.059525,0.10317,0.25793,0.24206,0.10317,0.14682,0.024261,0.017535,0.028835,0.039223,0.071302,0.12046,0.18996,0.2142,0.13575,0.15847
as,famous,0.10013,0.047175,0.0094425,9.4331e-06,0.018876,0.037742,0.066041,0.12264,0.21697,0.14151,0.3396,0.062392,0.028574,0.039352,0.042431,0.062516,0.090436,0.14058,0.17852,0.13414,0.22105
most,impressive,0.012634,0.014414,0.0089468,0.0089468,0.018887,0.037774,0.060636,0.15258,0.19732,0.19036,0.31014,0.020858,0.01156,0.018257,0.021092,0.036369,0.05938,0.11521,0.19555,0.17528,0.34644
so,sincere,0.10958,1.3512e-05,0.027037,1.3512e-05,0.013525,0.027037,0.027037,0.094595,0.12162,0.18918,0.49995,0.043383,0.019934,0.027431,0.027692,0.038788,0.053653,0.095189,0.1538,0.16001,0.38011
too,early,0.040378,0.037183,0.015657,0.041097,0.072408,0.097847,0.084149,0.19961,0.14286,0.12133,0.18787,0.065036,0.039565,0.057353,0.066856,0.094184,0.12329,0.15963,0.15187,0.1028,0.13942
technically,good,0.18261,0.10667,0.013345,0.013345,0.17332,0.093334,0.22665,0.12,0.13333,0.080003,0.040008,0.087258,0.046925,0.06635,0.072845,0.098015,0.12228,0.14906,0.13738,0.089343,0.13054
most,mature,0.11628,0.010873,0.010873,0.0072497,0.0036267,0.014496,0.04348,0.12681,0.19203,0.20652,0.38405,0.059437,0.025885,0.034207,0.034074,0.047463,0.067133,0.11361,0.16353,0.1511,0.30356
slightly,bad,0.15295,0.086209,0.068971,0.051732,0.086209,0.086209,0.20688,0.22412,0.12069,0.051732,0.017256,0.022722,0.025255,0.047273,0.066086,0.13187,0.16507,0.20353,0.16714,0.079961,0.091091
most,gorgeous,0.017709,0.012948,0.012948,0.022656,0.012948,0.048545,0.071198,0.12945,0.16828,0.13592,0.3851,0.024306,0.012648,0.019233,0.02133,0.034697,0.055051,0.10639,0.18284,0.17365,0.36986
critically,acclaimed,0.0083079,0.058824,0.031373,0.025491,0.042157,0.053922,0.068628,0.10196,0.17941,0.15784,0.28039,0.051308,0.026031,0.036717,0.03971,0.057355,0.080876,0.1283,0.1718,0.14563,0.26226
more,prominent,0.03624,0.021204,0.028271,0.017671,0.063606,0.081273,0.11307,0.13781,0.18374,0.15901,0.19434,0.054254,0.032156,0.044884,0.052878,0.081976,0.11529,0.16237,0.17444,0.11964,0.16211
totally,bizarre,0.083157,0.10112,0.011246,0.11236,0.067419,0.11236,0.056185,0.16853,0.078654,0.10112,0.191,0.090214,0.044406,0.056704,0.059758,0.080797,0.10282,0.13789,0.14854,0.11078,0.16809
quite,brutal,0.068551,7.7513e-06,0.023262,0.031013,0.038764,0.046516,0.10078,0.2248,0.2713,0.11628,0.14728,0.022092,0.014971,0.021695,0.027692,0.051596,0.088161,0.16115,0.22225,0.16469,0.22569
rather,abrupt,0.033774,0.03054,0.015274,0.015274,0.053439,0.061072,0.21373,0.24426,0.229,0.068705,0.068705,0.014543,0.01548,0.031135,0.048349,0.11102,0.19483,0.25581,0.17816,0.076568,0.074115
not,violent,0.051761,0.10833,0.025006,0.050004,0.033339,0.033339,0.033339,0.14166,0.21666,0.10833,0.24999,0.076556,0.031345,0.043854,0.04562,0.064744,0.090516,0.13552,0.16952,0.12564,0.21668
quite,interested,0.04627,0.055562,0.041675,0.083336,0.097223,0.069449,0.097223,0.20832,0.16666,0.083336,0.097223,0.064264,0.039374,0.056199,0.064342,0.089466,0.11457,0.14898,0.1536,0.10857,0.16064
very,tricky,0.04042,0.024596,0.024596,0.0164,0.032792,0.065577,0.12295,0.15573,0.12295,0.19671,0.23769,0.047508,0.026554,0.035494,0.039529,0.060512,0.086405,0.13953,0.18137,0.14574,0.23735
never,enough,0.10636,0.071432,0.035722,0.083335,0.059529,0.095239,0.19047,0.083335,0.083335,0.071432,0.22618,0.14122,0.069048,0.080727,0.078894,0.088321,0.093781,0.1129,0.11194,0.086742,0.13643
not,fitting,0.047085,0.12612,0.027034,0.027034,0.072075,0.054058,0.090091,0.10811,0.18017,0.081083,0.23422,0.12113,0.047272,0.064513,0.062989,0.078531,0.097647,0.12847,0.13868,0.097938,0.16284
quite,spectacular,0.019219,0.012826,0.025646,0.044875,0.038465,0.051285,0.14102,0.15384,0.21153,0.1282,0.1923,0.021852,0.016103,0.026673,0.03545,0.063695,0.10611,0.17721,0.21453,0.14683,0.19156
absolutely,first,0.14622,0.031757,1.587e-05,1.587e-05,1.587e-05,0.047627,0.031757,0.095239,0.095239,0.25394,0.44439,0.076499,0.025532,0.031396,0.027283,0.034161,0.045354,0.084137,0.13312,0.14787,0.39465
so,odd,0.09309,0.049754,0.044779,0.01493,0.059703,0.099503,0.12438,0.12935,0.13433,0.16418,0.1791,0.13006,0.058145,0.069377,0.068676,0.08134,0.090363,0.1162,0.12461,0.10015,0.16108
really,crappy,0.039455,0.29706,0.11297,0.096234,0.041843,0.058579,0.079499,0.071131,0.1046,0.041843,0.096234,0.27804,0.10397,0.10635,0.093539,0.087814,0.067939,0.070268,0.063371,0.049292,0.07942
really,glad,0.045335,0.04894,0.014683,0.02284,0.019577,0.016315,0.040784,0.10114,0.20228,0.20065,0.33279,0.077221,0.029038,0.034433,0.031594,0.041758,0.057176,0.10215,0.14925,0.14649,0.33088
truly,emotional,0.039077,0.018883,1.8864e-05,0.018883,0.037748,0.018883,0.056612,0.094341,0.15093,0.20753,0.39617,0.035569,0.013891,0.019095,0.018054,0.025623,0.040166,0.082354,0.15005,0.16714,0.44806
very,fluid,0.087572,0.013345,0.026676,1.3332e-05,0.013345,0.013345,0.093334,0.21332,0.21332,0.17332,0.23998,0.019432,0.01175,0.017014,0.02007,0.035595,0.059636,0.12005,0.20238,0.18159,0.33248
most,profound,0.01714,0.03226,0.0029354,0.02053,0.017598,0.026395,0.038125,0.061585,0.13783,0.16422,0.49852,0.043022,0.015773,0.022251,0.020616,0.028153,0.042325,0.082967,0.1456,0.16064,0.43865
very,clever,0.0060038,0.02604,0.016513,0.023182,0.028581,0.040648,0.066053,0.13782,0.19911,0.18323,0.27882,0.017814,0.011761,0.016915,0.020882,0.039745,0.06769,0.13626,0.21891,0.18055,0.28947
only,half,0.024929,0.125,0.047622,0.065478,0.047622,0.07143,0.11309,0.14881,0.11905,0.125,0.1369,0.13127,0.06319,0.075318,0.076665,0.092079,0.09651,0.11605,0.1198,0.08671,0.1424
very,stereotypical,0.052419,0.086957,0.05435,0.076088,0.065219,0.10326,0.11956,0.16847,0.11413,0.125,0.086957,0.11212,0.067803,0.0938,0.10415,0.12908,0.12804,0.12392,0.101,0.060374,0.079713
really,convinced,0.088521,0.064107,0.012832,0.025651,0.025651,0.064107,0.1282,0.24357,0.11538,0.1923,0.1282,0.066475,0.035721,0.045517,0.049966,0.072547,0.098644,0.14508,0.16871,0.12862,0.18872
socially,awkward,0.055722,0.049083,0.012275,0.036814,0.01841,0.067487,0.08589,0.12883,0.15951,0.17791,0.26379,0.077305,0.042259,0.048782,0.052325,0.072923,0.091578,0.13123,0.15642,0.12682,0.20036
actually,able,0.025918,0.10489,0.041962,0.03497,0.09091,0.06294,0.076925,0.10489,0.12587,0.097902,0.25873,0.088821,0.039905,0.05049,0.051641,0.067229,0.08521,0.12223,0.15016,0.12297,0.22134
far,great,0.023436,0.060163,0.026017,0.035773,0.061789,0.079675,0.087805,0.11382,0.15284,0.12358,0.25853,0.048868,0.024053,0.033639,0.035713,0.051627,0.07198,0.11765,0.16871,0.15215,0.29561
more,talented,0.04257,0.12617,0.056076,0.070094,0.07944,0.093458,0.086449,0.14019,0.11215,0.081776,0.1542,0.096714,0.042877,0.054951,0.054415,0.067099,0.081337,0.11634,0.14142,0.11767,0.22717
just,sick,0.07337,0.33623,0.087337,0.087337,0.05677,0.043671,0.05677,0.06987,0.091703,0.074237,0.09607,0.2002,0.068785,0.071338,0.061744,0.06759,0.071162,0.097279,0.1038,0.091175,0.16693
so,embarrassing,0.071915,0.3214,0.11905,0.14285,0.047625,0.047625,0.059529,0.083335,0.083335,0.035722,0.059529,0.38998,0.1251,0.11563,0.093322,0.076907,0.04862,0.044528,0.035041,0.026806,0.044065
only,known,0.089411,0.039228,0.039228,0.019624,0.019624,0.078436,0.078436,0.13725,0.21566,0.039228,0.33329,0.044598,0.020612,0.030101,0.032606,0.050191,0.078469,0.13107,0.18656,0.15468,0.27112
very,dynamic,0.020933,0.01419,0.021282,0.028374,0.01419,0.042557,0.063832,0.13475,0.1773,0.17021,0.33332,0.021776,0.014629,0.022778,0.028293,0.050151,0.079662,0.14455,0.20826,0.16433,0.26557
very,creepy,0.0043123,0.021216,0.013762,0.024656,0.033831,0.047592,0.09289,0.16743,0.22821,0.14679,0.22362,0.026509,0.017483,0.025677,0.031523,0.05559,0.087249,0.15279,0.20802,0.15789,0.23728
ridiculously,high,0.16296,0.15094,0.10377,0.037742,0.075474,0.066041,0.047175,0.14151,0.15094,0.09434,0.13207,0.079882,0.032231,0.039499,0.03757,0.049936,0.066384,0.10982,0.15128,0.14267,0.29073
pretty,mediocre,0.03935,0.037881,0.041669,0.083334,0.13257,0.22348,0.21212,0.14015,0.045457,0.02273,0.060608,0.043284,0.042255,0.080308,0.10724,0.17558,0.19518,0.1731,0.098979,0.040877,0.043187
so,clueless,0.082127,0.13846,0.061544,0.03078,0.12307,0.076927,0.046162,0.092309,0.16922,0.10769,0.15384,0.14399,0.048853,0.05409,0.047246,0.055135,0.06529,0.1014,0.12524,0.11899,0.23976
very,educational,0.32928,0.020414,6.8023e-06,0.0068091,0.020414,0.013611,0.013611,0.047623,0.12245,0.25169,0.50337,0.04735,0.0265,0.035452,0.039513,0.060529,0.086476,0.13965,0.18153,0.14578,0.23722
too,evident,0.15989,0.068497,1.3697e-05,0.041104,0.082194,0.10959,0.21916,0.19177,0.12328,0.068497,0.095891,0.063148,0.035354,0.045416,0.050859,0.07408,0.10039,0.1474,0.16894,0.12826,0.18616
more,independent,0.15351,0.018534,0.037049,0.074079,0.018534,1.8515e-05,0.14814,0.20368,0.12962,0.14814,0.2222,0.071453,0.036883,0.049054,0.053172,0.074074,0.098811,0.14089,0.16145,0.12357,0.19064
very,revealing,0.051418,0.038467,0.048082,9.6145e-06,0.057696,0.048082,0.076925,0.16346,0.20191,0.15384,0.21153,0.033645,0.021428,0.030136,0.036373,0.061756,0.094078,0.1565,0.20176,0.14979,0.21454
hardly,enough,0.050982,0.20288,0.086958,0.10145,0.11594,0.086958,0.13043,0.057977,0.11594,0.028996,0.072468,0.16229,0.077382,0.09396,0.090688,0.09867,0.097456,0.10734,0.096454,0.068413,0.10735
very,present,0.03356,0.015164,0.015164,1.5149e-05,0.015164,0.045463,0.060612,0.15151,0.22725,0.2121,0.25755,0.023683,0.015257,0.021441,0.026239,0.047853,0.078951,0.14702,0.21554,0.16952,0.2545
just,priceless,0.099731,0.062505,0.012511,1.2498e-05,0.012511,0.062505,0.037508,0.17499,0.14999,0.125,0.36247,0.016571,0.010365,0.014959,0.018062,0.033295,0.056281,0.11753,0.20303,0.18936,0.34054
entirely,new,0.020479,0.055473,0.026988,0.032985,0.029986,0.052474,0.070465,0.10195,0.16642,0.17841,0.28485,0.032122,0.020005,0.029785,0.035149,0.055788,0.083014,0.14025,0.19226,0.15575,0.25588
so,beloved,0.087618,0.058397,0.0438,0.080293,0.029202,0.051098,0.10219,0.11679,0.18248,0.12409,0.21167,0.080984,0.02925,0.037296,0.033631,0.041726,0.05372,0.092292,0.1365,0.14272,0.35188
truly,awful,0.012501,0.46304,0.13105,0.084005,0.054436,0.051748,0.049059,0.047043,0.048387,0.031586,0.039651,0.46035,0.11337,0.09585,0.069288,0.055299,0.036601,0.039918,0.036352,0.031984,0.060979
truly,outstanding,0.013287,0.011822,0.0094584,0.0094584,0.011822,0.030734,0.059103,0.085107,0.14421,0.20331,0.43498,0.014266,0.0073249,0.011084,0.012163,0.020675,0.035154,0.078898,0.1653,0.18561,0.46952
more,lighthearted,0.082786,0.044784,0.014938,0.059708,0.014938,0.059708,0.044784,0.22386,0.20894,0.1194,0.20894,0.071619,0.036943,0.049109,0.053205,0.074067,0.098762,0.14079,0.16133,0.12352,0.19066
too,fat,0.18498,0.18666,0.05334,0.10667,0.066671,1.3332e-05,0.12,0.10667,0.12,0.080003,0.15999,0.072079,0.041197,0.055856,0.062845,0.08641,0.11164,0.14957,0.15322,0.11048,0.1567
fast,enough,0.059388,0.07143,0.047622,0.04167,0.047622,0.11309,0.10119,0.20237,0.11905,0.10714,0.14881,0.047779,0.027869,0.035945,0.04133,0.066121,0.096691,0.15349,0.18915,0.14201,0.19962
incredibly,dumb,0.067564,0.26785,0.07143,0.10119,0.089286,0.14881,0.065478,0.095238,0.10714,0.01191,0.04167,0.248,0.096917,0.1019,0.091568,0.091931,0.076747,0.080714,0.071613,0.053979,0.086632
too,campy,0.078175,0.06977,0.054267,0.031013,0.038764,0.093024,0.077521,0.19379,0.15503,0.12403,0.16279,0.044197,0.032112,0.053467,0.06818,0.11361,0.15877,0.19364,0.15203,0.083681,0.10031
more,adventurous,0.064411,0.046518,1.1627e-05,0.023265,0.058144,0.10465,0.093024,0.17441,0.19766,0.1279,0.17441,0.071443,0.036895,0.049078,0.05321,0.07413,0.098885,0.14096,0.16145,0.12351,0.19043
most,watchable,0.064369,0.0074696,0.0074696,0.037318,0.059704,0.059704,0.13433,0.097015,0.1791,0.1791,0.2388,0.046172,0.028414,0.036211,0.04344,0.070176,0.093448,0.14461,0.19221,0.14043,0.20489
so,vague,0.20593,0.076926,0.10989,0.065938,0.10989,0.14285,0.14285,0.21977,0.065938,0.010999,0.05495,0.14004,0.062995,0.075881,0.075454,0.088314,0.09402,0.1145,0.11696,0.090394,0.14143
often,amusing,0.048891,0.041104,0.01371,0.01371,0.041104,0.082194,0.17807,0.16437,0.23286,0.10959,0.12328,0.010604,0.010371,0.018284,0.027965,0.070049,0.13792,0.23738,0.24126,0.12339,0.12278
wildly,imaginative,0.066966,1.3332e-05,0.013345,0.040008,1.3332e-05,0.040008,0.080003,0.080003,0.26664,0.18666,0.29331,0.013541,0.0096266,0.015253,0.019675,0.038899,0.067166,0.13812,0.22396,0.1817,0.29206
pretty,heavy,0.041621,0.031255,0.039067,0.054691,0.023443,0.046879,0.125,0.17187,0.21874,0.15625,0.13281,0.045046,0.030521,0.046095,0.05767,0.089142,0.12503,0.17394,0.1751,0.11474,0.14272
so,intriguing,0.027727,0.025644,0.021371,0.042737,0.012824,0.021371,0.072651,0.1282,0.16239,0.1453,0.36751,0.026017,0.01474,0.019832,0.022677,0.038843,0.061211,0.11785,0.19179,0.1782,0.32884
most,redeeming,0.3068,0.11321,0.075476,0.037748,0.13207,0.13207,0.094341,0.094341,0.094341,0.11321,0.11321,0.37982,0.1136,0.10205,0.080206,0.068742,0.048017,0.051587,0.0478,0.039867,0.068311
more,reminiscent,0.071128,0.048312,0.03382,0.057973,0.067634,0.12077,0.13043,0.15459,0.14009,0.11111,0.13526,0.032522,0.020387,0.030747,0.038389,0.066496,0.10511,0.16816,0.20608,0.14247,0.18964
very,boring,0.013072,0.24584,0.13561,0.13186,0.11356,0.10191,0.067388,0.053245,0.043261,0.038686,0.068636,0.27833,0.1236,0.13389,0.12104,0.10733,0.069682,0.056198,0.041793,0.027543,0.040601
truly,entertaining,0.017669,0.044874,0.019233,0.028848,0.019233,0.032053,0.060899,0.092949,0.21153,0.17628,0.3141,0.026212,0.015354,0.021316,0.025392,0.045389,0.070143,0.13002,0.20356,0.17012,0.29249
