6,sexually,charged
8,early,musical
10,utterly,enchanting
8,surprisingly,good
7,intermittently,entertaining
10,probably,one
10,wonderfully,creepy
7,generally,funny
6,early,old
2,terribly,out
6,not,cinematic
9,only,set
10,only,one
5,delightfully,bizarre
4,highly,implausible
3,profoundly,flawed
8,early,archetypal
5,preferably,all
6,not,great
7,recently,aired
7,amazingly,funny
6,early,exciting
8,only,two
4,not,aged
10,extremely,well
7,surprisingly,sophisticated
10,officially,announced
9,strangely,modern
8,absurdly,inspired
9,early,sound
3,not,more
10,generally,unacknowledged
10,absolutely,unforgettable
6,early,western
5,early,sound
10,truly,great
8,emotionally,moving
10,absolutely,fabulous
3,poorly,written
2,interminably,slow
8,really,drunk
9,early,sound
7,politically,incorrect
1,historically,interesting
2,supposedly,funny
4,excruciatingly,bad
7,richly,entertaining
4,only,worth
10,beautifully,realized
8,only,1
5,seriously,melodramatic
9,wholly,delightful
8,thoroughly,enjoyable
4,not,just
5,early,musical
6,not,outstanding
8,only,14
3,extremely,disappointing
5,early,sound
5,comically,speaking
2,extremely,poor
3,early,sound
9,early,short
3,only,6
8,surprisingly,fluid
10,incredibly,moving
4,early,sound
5,poorly,executed
1,truly,one
6,early,sound
9,staggeringly,impressive
8,nicely,understated
8,early,musical
9,originally,announced
6,not,very
5,early,sound
8,severely,ingrown
9,expertly,directed
7,early,sound
6,only,fair
7,surprisingly,modern
5,amazingly,similar
6,awfully,formulaic
8,exquisitely,beautiful
3,actually,needed
8,completely,gorgeous
1,not,dreadful
5,really,interesting
6,not,bad
5,partly,cloudy
9,merely,five
10,undeniably,one
7,strangely,compelling
5,dreadfully,dated
10,truly,unique
8,awfully,cute
7,obviously,inspired
6,ultimately,unsatisfying
5,awfully,predictable
8,truly,great
8,really,mean
10,absolutely,wonderful
9,certainly,no
3,really,bad
6,technically,masterful
3,not,very
3,lamentably,poor
8,really,liked
4,early,star
8,early,sound
1,excruciatingly,bad
9,amazingly,realistic
9,simply,amazing
7,surprisingly,good
10,truly,original
10,visually,harrowing
9,truly,scary
10,genuinely,creepy
8,not,more
9,undeniably,great
6,truly,scary
9,utterly,horrifying
5,visually,interesting
10,totally,invaluable
9,simply,fantastic
8,truly,terrifying
9,gleefully,destructive
8,actually,like
9,surprisingly,powerful
6,reasonably,good
6,early,sound
8,abruptly,moving
10,early,sound
10,positively,happy
9,utterly,fabulous
7,not,sure
5,mildly,entertaining
8,surprisingly,good
8,not,bad
6,not,quality
8,truly,deserving
8,deeply,moving
8,absolutely,beautiful
9,unashamedly,sentimental
10,truly,universal
10,truly,touching
10,incredibly,modern
5,not,good
7,not,bad
4,reasonably,diverting
4,amazingly,dull
6,historically,valuable
6,historically,speaking
6,mildly,interesting
8,nearly,perfect
9,slightly,more
8,really,dead
2,actually,even
3,not,great
6,absolutely,stunning
5,severely,disappointing
8,fairly,intense
6,notably,lacking
5,not,enough
6,early,western
4,seemingly,gay
8,largely,forgotten
9,strongly,emotional
6,not,very
3,awfully,executed
10,thoroughly,entertaining
4,not,memorable
6,not,bad
4,early,western
6,particularly,illicit
9,refreshingly,credible
7,highly,amusing
9,early,sound
5,mildly,funny
10,eerily,relevant
10,remarkably,fresh
7,historically,interesting
10,incredibly,modern
10,wonderfully,horrifying
10,completely,different
6,not,perfect
8,pleasantly,surprised
9,exceptionally,chilling
10,only,good
3,not,equal
3,never,thrilling
10,extremely,scary
10,remarkably,powerful
10,genuinely,chilling
8,eerily,effective
10,equally,entertaining
6,really,liked
10,meticulously,executed
10,early,musical
6,cleverly,directed
6,not,very
9,aptly,titled
4,occasionally,clever
7,only,about
7,not,bad
7,early,sound
5,not,one
5,mostly,forgettable
2,terribly,written
9,perfectly,delightful
4,hopelessly,dated
7,amazingly,busy
10,amazingly,bleak
6,visually,interesting
7,beautifully,shot
5,only,real
3,deeply,unhappy
7,not,bad
6,only,in
5,generally,dull
6,morbidly,obese
7,early,classic
10,wonderfully,atmospheric
8,beautifully,adapted
6,visually,well
8,finely,observed
6,not,bad
9,surprisingly,modern
5,hopelessly,outdated
6,visually,stunning
9,not,saccharine
7,early,20th
10,early,satirical
10,early,on
6,early,frank
7,surprisingly,honest
6,surprisingly,shocking
5,poorly,executed
7,only,good
5,shortly,after
9,truly,great
2,frighteningly,dull
8,gorgeously,shot
7,visually,stunning
7,not,great
7,certainly,well
7,surprisingly,funny
7,really,good
8,really,exciting
7,mostly,funny
9,really,liked
8,early,sound
7,not,about
10,usually,painful
2,highly,disappointing
4,tediously,implausible
5,early,color
9,simply,astonishing
9,genuinely,horrifying
7,sexually,aware
7,not,great
10,early,on
6,early,frank
4,mildly,entertaining
10,simply,sublime
5,badly,in
7,deliberately,stagy
8,early,30
6,hideously,beautiful
10,fully,satisfying
8,finally,found
10,singularly,great
7,highly,disturbing
6,fascinatingly,unique
10,totally,brilliant
9,absolutely,wonderful
8,completely,formulaic
7,not,bad
10,arguably,better
5,really,all
9,absolutely,ahead
10,absolutely,great
5,early,sound
9,really,made
8,amazingly,suspenseful
8,usually,like
9,not,just
10,incredibly,brutal
10,not,available
9,highly,entertaining
4,not,all
4,unintentionally,funny
8,decidedly,adult
6,amazingly,talky
5,early,young
8,fascinatingly,grungy
5,startlingly,raw
8,totally,loved
6,amazingly,brutal
7,fascinatingly,lurid
8,early,sound
7,nicely,understated
7,admittedly,very
5,dramatically,crude
10,finally,on
10,amazingly,entertaining
8,early,musical
8,refreshingly,contemporary
7,exceedingly,foul
4,totally,disappointing
7,fairly,good
3,painfully,slow
3,not,all
2,absolutely,terrible
10,really,old
9,extremely,effective
10,remarkably,affective
10,only,TRUE
5,strangely,mundane
7,definitely,worth
7,equally,unfair
6,partially,good
3,truly,i
8,exceptionally,lurid
9,really,good
6,early,universal
8,typically,funny
10,probably,one
6,unexpectedly,disappointing
6,not,much
8,ultimately,just
9,wickedly,entertaining
6,hysterically,funny
9,not,dark
4,not,much
9,originally,intended
10,early,sound
9,unforgettably,moving
9,really,good
4,never,more
4,crudely,made
7,not,bad
4,appallingly,outlandish
10,not,in
4,awfully,dated
8,highly,charged
3,really,disappointing
10,frightfully,blatant
7,curiously,quirky
6,certainly,strange
9,surprisingly,good
9,early,sound
6,ably,made
8,supremely,worth
9,typically,high
9,arguably,superior
10,easily,one
9,massively,influential
8,only,one
5,terribly,unfunny
10,simply,breathtaking
9,amazingly,beautiful
10,absolutely,stupendous
8,really,appreciated
6,fascinatingly,dull
3,truly,sick
9,simply,delightful
4,apparently,one
4,not,looking
5,not,enough
8,not,easy
10,definitely,in
7,absolutely,bizarre
6,beautifully,made
7,amazingly,unusual
9,only,real
7,fairly,adult
10,absolutely,brilliant
7,truly,unusual
6,early,sound
6,completely,enjoyable
9,totally,captivating
7,nicely,done
6,reasonably,entertaining
10,early,erotic
9,delightfully,beautiful
9,greatly,made
10,exquisitely,sophisticated
7,not,great
8,visually,stunning
7,not,like
5,really,bad
3,genuinely,selfish
7,superbly,moody
8,nicely,eerie
9,wonderfully,atmospheric
5,especially,great
4,not,bad
7,really,interesting
3,not,in
8,highly,entertaining
1,incredibly,insulting
9,not,outright
6,often,baffling
7,absolutely,fascinating
7,skilfully,made
9,extremely,fast
9,truly,brilliant
7,stylistically,dated
10,wonderfully,ironic
6,early,in
3,horribly,dull
6,nicely,done
7,thoroughly,enjoyable
7,early,technical
7,early,sound
10,early,self
7,not,all
7,not,on
7,highly,unusual
4,mildly,amusing
9,highly,enjoyable
6,badly,dated
7,surprisingly,dark
4,surprisingly,bad
8,truly,hilarious
8,not,sure
6,not,very
9,perfectly,good
10,genuinely,funny
8,exceptionally,stupid
1,hopelessly,dated
8,probably,more
1,absolutely,silly
9,truly,enjoyable
9,simply,brilliant
7,badly,mutilated
9,hugely,entertaining
7,really,fascinating
9,not,just
8,delightfully,amusing
10,absolutely,awesome
6,firmly,planted
10,historically,significant
9,surprisingly,timeless
9,surprisingly,polished
8,truly,fascinating
5,politically,dumb
7,absolutely,amazing
8,really,good
10,thoroughly,modern
6,certainly,worth
3,unusually,high
9,slightly,more
10,only,one
7,earnestly,original
7,early,submarine
8,ultimately,very
7,highly,entertaining
7,nicely,done
4,strictly,small
10,surprisingly,sweet
6,only,good
8,surprisingly,moving
6,not,very
7,particularly,special
3,impossibly,bad
6,amazingly,diluted
9,visibly,stunning
9,suddenly,i
10,criminally,neglected
8,relatively,impressive
8,mainly,compelling
10,utterly,fascinating
2,amazingly,primitive
10,equally,brilliant
10,truly,great
10,only,one
10,absolutely,amazing
10,truly,great
10,probably,one
9,simply,amazing
5,extremely,dated
7,early,special
9,wildly,entertaining
9,absolutely,magnificent
10,unexpectedly,great
6,awfully,tough
5,hopelessly,old
7,not,one
8,surprisingly,fresh
7,really,tried
4,not,much
7,practically,no
10,absolutely,priceless
6,eerily,good
7,weirdly,engrossing
6,poorly,timed
6,not,great
5,badly,edited
8,definitely,worth
8,surprisingly,well
7,surprisingly,entertaining
7,simply,good
8,beautifully,shot
7,not,great
8,pitifully,afraid
6,significantly,better
1,painfully,awful
7,wonderfully,entertaining
6,not,superior
8,truly,magnificent
7,richly,deserved
7,reasonably,good
7,unexpectedly,compelling
5,historically,significant
7,not,great
5,mildly,diverting
7,actually,uncomfortable
6,not,great
8,magnificently,monstrous
6,fairly,promising
8,unfairly,treated
10,totally,gargantuan
10,entertainingly,boisterous
6,nicely,atmospheric
6,not,great
8,quietly,impressive
4,visually,impressive
8,slightly,altered
8,slightly,screwball
5,hopelessly,flawed
3,not,laughable
9,truly,one
7,certainly,far
9,wonderfully,artistic
7,surprisingly,decent
7,not,very
10,only,musical
7,slightly,more
7,slightly,more
8,strangely,enjoyable
4,awfully,hard
5,technically,well
6,hardly,one
10,truly,wonderful
6,visually,stunning
10,highly,entertaining
9,visually,stunning
9,completely,bonkers
7,visually,edgy
8,wickedly,splendid
10,totally,preposterous
8,entertainingly,silly
8,unjustly,forgotten
8,surprisingly,good
7,generally,pretty
8,not,very
7,really,good
8,wonderfully,ancient
8,classically,filmed
7,truly,glorious
10,simply,swell
7,not,top
7,only,human
10,extremely,brilliant
10,visually,stunning
9,solidly,entertaining
3,terribly,dated
7,utterly,charming
8,eerily,reminiscent
9,wickedly,delicious
10,incredibly,unknown
9,not,on
7,pleasantly,surprised
10,admittedly,bizarre
10,beautifully,animated
3,not,much
7,often,funny
8,deftly,handled
5,truly,weird
9,absolutely,wonderful
10,genuinely,charming
9,wonderfully,entertaining
6,not,timeless
9,only,one
10,only,peaceful
9,slightly,dated
9,not,raucous
1,not,funny
9,truly,brilliant
7,only,two
4,severely,dated
7,occasionally,great
3,truly,wretched
7,truly,glorious
3,not,far
2,nicely,edited
8,absolutely,stunning
7,exceptionally,entertaining
2,certainly,one
6,incredibly,nasty
7,really,good
10,undeservedly,obscure
10,simply,brilliant
7,surprisingly,better
9,extremely,funny
5,not,funny
9,delightfully,madcap
6,moderately,enjoyable
7,fairly,good
7,deliciously,different
7,dramatically,weak
6,not,great
8,coldly,amusing
7,sadly,ironic
8,emotionally,distant
6,oddly,faithful
8,nicely,realized
3,not,much
8,reasonably,amusing
4,really,bad
8,really,funny
10,appropriately,titled
7,enormously,appealing
2,absolutely,dreadful
4,recently,on
8,slightly,squiffy
10,absolutely,fabulous
9,wonderfully,witty
10,totally,unforgettable
9,absolutely,amazing
8,thoroughly,charming
8,thoroughly,enjoyable
6,early,new
9,powerfully,cinematic
7,visually,very
7,not,content
7,not,great
9,exceptionally,good
5,not,very
7,exactly,20
8,awfully,similar
6,slightly,better
8,really,TRUE
9,surprisingly,polished
5,not,in
4,mildly,entertaining
8,highly,enjoyable
8,early,classic
9,not,TRUE
6,really,good
4,badly,dated
10,extremely,entertaining
2,truly,shocked
7,jolly,good
8,not,very
9,wickedly,entertaining
3,abruptly,ended
6,mildly,entertaining
8,wonderfully,sweet
1,truly,awful
9,highly,entertaining
6,generally,well
7,not,bad
6,slightly,disappointing
6,historically,important
1,excruciatingly,awful
6,politically,incorrect
10,not,scary
9,really,fine
10,prominently,cheesy
4,surprisingly,stilted
8,not,better
7,fairly,good
7,visually,even
8,cleverly,written
6,fairly,good
7,formerly,considered
7,really,enjoyable
6,fairly,enjoyable
7,not,bad
6,not,very
6,not,much
4,appallingly,lame
10,surprisingly,moving
7,not,sensitive
4,unintentionally,creepy
6,not,one
7,mostly,enjoyable
6,seemingly,bland
6,totally,crappy
10,nearly,forgotten
8,undeservedly,forgotten
7,surprisingly,adult
7,skillfully,directed
7,not,bad
1,not,humorous
7,occasionally,very
4,apparently,i
7,really,funny
7,mostly,enjoyable

