most,overrated,279,96,120,104,111,87,50,38,17,40
too,complicated,18,17,25,19,32,56,69,58,45,60
wonderfully,dark,2,1,0,1,0,3,4,20,16,24
still,full,8,3,1,6,6,14,11,27,16,26
more,accomplished,9,4,5,4,13,15,23,21,17,19
merely,adequate,13,1,8,14,20,28,21,10,4,4
most,humorous,4,2,4,7,4,10,13,17,22,32
so,graphic,18,5,9,6,11,7,18,19,21,32
very,generous,52,29,33,36,35,33,23,21,16,21
off,slow,10,4,5,1,8,9,14,21,12,15
technically,perfect,4,0,4,0,5,9,12,18,14,38
pretty,straightforward,8,3,7,13,23,30,46,56,16,31
most,bad,24,3,1,4,2,1,9,9,3,7
most,depressing,86,30,20,17,22,22,53,65,43,100
even,believable,27,10,9,9,6,12,10,3,2,7
very,light,18,14,22,28,37,71,100,94,63,83
also,decent,3,1,4,4,8,16,15,8,10,5
not,predictable,17,7,12,20,25,28,36,72,79,159
vaguely,familiar,8,5,8,5,2,12,21,15,20,22
even,low,80,19,25,28,19,22,16,19,13,21
truly,surprised,8,1,2,2,3,1,6,6,12,18
so,modern,4,0,0,1,4,2,7,7,11,18
well,worthy,2,0,1,0,0,3,9,11,11,20
still,present,3,2,7,7,7,22,43,40,56,57
most,funny,24,13,14,14,16,24,53,72,65,244
already,dead,74,33,38,42,32,58,71,103,63,107
totally,unaware,7,8,3,3,4,14,14,19,12,30
just,hilarious,37,13,10,11,27,21,85,124,119,274
so,raw,4,1,1,0,0,2,8,22,28,67
pretty,shallow,6,8,7,10,29,13,19,11,4,7
more,alive,7,5,2,4,4,8,12,35,11,37
fairly,slow,3,3,9,9,19,20,30,36,9,19
more,varied,1,0,1,1,0,1,11,10,12,15
totally,awful,50,10,19,12,11,4,8,2,1,0
simply,unforgettable,1,0,0,0,0,2,6,10,22,43
very,inventive,3,5,9,10,19,28,54,62,47,64
incredibly,difficult,11,8,5,9,10,17,19,24,34,51
mighty,fine,3,1,2,2,4,10,19,16,15,19
also,possible,2,2,2,1,7,5,9,14,12,10
most,perfect,11,4,4,5,10,20,43,53,86,401
very,loving,4,0,0,1,1,3,12,14,15,31
there,many,7,3,4,3,4,8,9,11,11,23
really,enough,11,9,14,16,27,23,24,15,11,8
so,thankful,8,2,3,1,2,3,2,4,5,40
completely,normal,6,3,7,5,11,8,13,14,10,17
terribly,original,7,7,7,5,25,23,53,39,17,9
seemingly,simple,1,2,1,5,4,2,17,32,53,69
absolutely,flawless,3,3,1,5,2,9,14,31,35,141
most,romantic,7,8,8,11,16,23,45,67,102,312
more,controversial,2,2,1,4,3,6,8,9,12,12
totally,disappointed,26,10,8,12,14,9,12,3,4,4
so,mad,96,23,15,29,19,29,22,29,21,72
more,challenging,12,6,8,6,26,19,47,50,51,55
increasingly,violent,2,6,0,1,6,10,5,12,8,12
very,humorous,9,7,0,7,28,46,74,105,97,182
highly,inventive,0,0,2,2,0,3,11,12,4,18
more,poetic,3,0,1,2,1,6,6,11,12,23
extremely,shallow,16,2,12,10,10,6,3,1,1,4
more,apt,14,8,4,11,17,25,26,38,23,37
completely,incoherent,19,5,4,7,5,7,2,0,5,1
too,dissimilar,1,0,2,4,5,8,11,10,6,9
most,imaginative,8,2,4,6,8,15,38,47,44,111
so,sharp,0,2,3,3,3,8,7,24,26,38
actually,bad,103,41,26,16,11,17,20,15,10,10
most,amusing,22,12,21,16,28,53,79,60,56,50
fairly,funny,7,6,5,16,16,33,24,29,18,12
very,menacing,0,0,1,1,1,3,10,23,11,12
so,realistic,18,9,17,17,21,55,108,222,284,800
completely,unrealistic,152,43,45,51,42,37,38,28,19,25
so,amateurish,37,13,7,11,8,5,6,1,1,2
physically,impossible,28,4,12,8,12,19,12,17,8,13
still,shocking,1,0,1,3,1,6,13,19,19,28
very,disturbing,130,50,54,59,79,123,236,392,290,430
certainly,glad,4,4,2,2,2,5,9,17,13,10
seemingly,innocent,7,8,4,5,8,16,25,38,31,55
remotely,interesting,188,85,81,65,47,21,15,15,6,9
pretty,wooden,3,3,1,10,9,18,8,13,1,6
really,amazing,32,15,17,17,22,41,77,149,170,336
most,personal,3,1,6,1,6,11,26,48,50,121
somewhat,convoluted,3,1,1,3,3,10,14,8,8,8
quite,likable,2,4,11,14,22,38,54,54,35,38
just,nice,6,4,9,3,7,14,34,30,23,42
especially,funny,10,7,13,19,31,46,46,59,48,81
quite,unique,6,7,6,8,23,36,66,100,83,107
just,cheap,38,14,9,15,9,12,17,12,7,12
quite,satisfying,1,0,1,8,5,14,33,42,20,14
very,amateur,26,18,11,13,13,13,7,11,3,8
considerably,less,19,6,16,24,26,47,61,41,22,26
ultimately,forgettable,3,3,11,8,10,23,16,2,1,5
quite,astonishing,3,2,1,1,2,1,10,8,14,14
visually,entertaining,6,3,2,5,5,8,9,7,6,10
quite,entertaining,45,28,56,85,158,356,473,327,155,162
so,little,450,253,315,289,326,352,328,388,309,582
perfectly,willing,8,3,2,3,5,8,10,7,5,6
also,boring,18,7,10,10,2,5,1,1,0,1
also,happy,1,0,2,2,2,6,12,17,26,50
extremely,proud,2,0,1,0,0,3,1,8,8,29
perhaps,less,1,3,4,5,7,15,9,18,11,11
really,surprising,14,10,18,21,16,24,50,48,40,37
most,pointless,107,39,43,20,13,14,12,6,3,18
quite,solid,0,0,3,9,9,18,37,16,8,19
as,fine,7,3,6,4,9,11,19,35,35,78
highly,atmospheric,1,1,0,1,5,8,24,29,17,15
very,talky,3,1,4,4,19,14,15,13,8,11
extremely,fast,5,1,5,9,10,12,21,27,30,101
just,insulting,42,12,14,10,7,9,4,4,1,2
yet,good,3,1,2,2,5,3,14,13,11,16
terribly,funny,10,3,2,6,14,16,13,14,16,23
most,likeable,6,1,2,0,4,3,11,6,5,18
somewhat,confusing,15,8,13,13,35,49,70,50,29,38
most,horrible,226,41,34,25,21,15,32,51,47,99
even,new,8,1,1,3,4,6,4,15,5,14
very,uninteresting,27,20,21,30,34,13,7,4,2,5
mostly,believable,0,0,1,4,3,9,23,16,14,9
painfully,predictable,46,16,22,27,20,13,11,2,2,2
even,necessary,27,4,10,12,9,10,13,19,9,21
justly,famous,0,0,0,1,4,5,10,9,8,13
more,easy,2,1,1,8,5,12,16,17,13,41
rather,standard,1,3,1,3,8,13,16,12,5,3
rather,poor,40,35,45,69,73,76,81,51,34,34
never,more,11,10,6,13,19,21,20,17,12,24
really,fascinating,1,0,5,10,10,3,17,29,27,44
always,entertaining,10,8,12,13,29,52,97,107,73,126
as,realistic,10,0,3,6,2,3,5,5,10,8
far,superior,302,159,216,200,264,332,351,410,360,646
absolutely,believable,1,2,0,3,1,5,16,31,34,49
quite,awesome,0,2,1,4,6,1,7,17,8,15
too,happy,54,19,37,45,63,64,108,128,91,120
very,cynical,9,3,7,7,6,7,24,25,18,36
totally,inept,28,9,6,4,5,1,4,6,3,2
too,light,8,4,19,11,27,41,41,39,13,28
too,afraid,30,11,13,14,15,27,43,40,40,75
surprisingly,convincing,2,0,0,1,5,11,10,13,12,11
rather,unpleasant,11,1,3,10,11,15,15,18,7,13
very,slow,292,157,230,243,307,336,349,305,191,219
just,few,4,3,5,6,9,8,8,8,14,27
absolutely,great,8,9,7,6,30,34,72,141,149,330
quite,engaging,2,5,8,13,18,20,39,32,18,14
seemingly,happy,3,1,0,2,7,8,10,14,9,15
most,popular,130,61,73,102,159,287,406,477,377,784
most,fundamental,13,7,5,7,6,7,4,6,11,27
really,funny,315,183,238,247,362,480,855,1061,845,1708
pretty,big,55,34,44,39,77,88,99,95,77,97
more,reasonable,12,1,1,1,8,9,3,14,9,20
very,typical,36,18,23,31,46,76,111,108,62,97
never,sure,15,20,24,35,44,58,89,93,62,87
so,innocent,8,8,4,13,20,21,44,62,61,112
much,large,17,7,11,21,21,29,46,74,59,88
horribly,boring,28,8,10,1,4,4,3,1,2,3
deeply,human,0,0,1,1,0,1,4,7,16,38
more,weird,7,3,3,6,1,6,7,8,7,9
hugely,disappointing,11,11,11,15,17,11,6,3,2,1
so,relieved,10,0,2,0,2,4,4,8,13,14
not,deserving,23,6,17,7,27,24,34,30,7,15
most,endearing,5,3,6,2,7,12,21,69,55,111
totally,awesome,17,5,7,10,7,15,44,70,67,278
more,ambitious,10,10,15,28,34,51,67,58,49,72
perfectly,fine,51,17,21,34,37,62,95,67,36,74
very,open,40,14,12,12,14,20,47,45,53,91
damn,hard,4,0,4,5,8,13,8,9,6,15
really,refreshing,0,0,0,0,1,2,9,19,13,25
slightly,confusing,1,3,2,4,5,9,22,24,25,23
so,warm,2,1,3,1,3,3,11,16,17,48
too,funny,41,20,36,35,49,48,88,90,105,243
actually,dead,13,4,8,2,7,8,7,11,8,19
more,cool,1,3,4,4,8,14,15,14,17,29
technologically,advanced,7,3,3,2,3,5,11,5,10,8
not,familiar,119,69,84,80,133,218,329,421,346,515
visually,compelling,5,7,5,5,5,7,8,13,11,15
not,pleasant,14,5,6,5,9,14,25,28,16,40
extremely,unlikely,13,3,8,10,18,8,11,8,12,9
not,spectacular,17,13,12,24,36,83,116,75,33,39
genuinely,exciting,3,0,0,3,8,11,7,11,6,13
pretty,high,46,20,37,39,34,76,98,109,62,100
so,harsh,38,23,17,11,9,13,24,31,18,36
no,less,58,29,28,41,46,53,105,143,139,292
very,ambitious,8,5,8,16,17,32,41,45,32,39
less,likable,2,0,7,2,6,6,9,14,11,1
no,more,98,34,43,50,78,82,106,79,67,99
just,mediocre,11,9,18,18,36,25,18,17,9,10
immediately,obvious,6,3,2,1,6,9,16,14,10,12
so,critical,20,7,9,3,12,17,18,23,44,56
most,blatant,22,9,17,16,21,17,13,18,14,14
very,comical,7,3,2,2,4,19,30,32,33,70
not,least,200,95,110,128,209,296,436,582,538,1011
really,fair,6,2,4,2,6,6,13,16,5,10
not,exciting,67,39,47,44,55,38,31,9,16,14
absolutely,terrifying,5,4,3,2,3,8,12,32,30,59
vitally,important,3,3,0,2,5,5,6,11,15,18
rather,awkward,3,2,2,8,10,14,18,9,10,8
too,darn,5,5,6,7,8,9,10,10,10,10
totally,brilliant,1,2,0,3,5,2,9,13,13,60
still,likable,1,2,2,3,5,17,13,16,10,12
less,impressed,0,1,3,5,2,11,11,13,7,2
somewhat,more,18,9,16,24,47,59,82,95,63,68
very,safe,5,6,5,5,11,14,18,14,8,12
very,intriguing,21,14,14,36,54,124,180,226,165,243
mutually,exclusive,3,2,4,1,11,7,11,16,12,21
rather,plain,4,1,2,7,3,8,7,9,4,9
still,beautiful,5,0,8,6,10,28,29,43,35,62
so,fantastic,12,9,7,7,12,15,26,50,63,192
really,gruesome,4,3,2,2,2,5,13,6,6,18
just,jealous,6,1,0,2,0,3,4,8,11,34
fiercely,loyal,1,0,4,2,1,6,6,12,9,14
less,known,2,1,2,2,2,8,10,15,13,26
pretty,little,15,4,6,8,9,14,17,21,14,15
most,embarrassing,77,23,20,22,15,12,16,8,12,15
not,excellent,8,5,6,7,29,56,94,66,35,46
so,busy,41,20,25,32,29,36,45,39,23,56
extremely,low,77,51,42,35,35,56,59,64,39,62
less,serious,2,5,7,5,6,18,18,21,10,17
incredibly,disturbing,6,1,1,1,2,2,13,9,6,29
simply,superb,5,1,2,2,10,10,30,73,102,238
quite,mediocre,4,3,4,9,8,12,9,1,3,2
so,dated,8,12,7,12,16,11,14,9,5,6
very,persuasive,1,1,0,0,1,4,11,11,10,13
frighteningly,realistic,1,0,0,0,2,4,12,11,17,39
downright,boring,28,20,22,28,17,14,17,7,7,7
mildly,interesting,93,56,67,83,113,81,51,17,12,17
surprisingly,decent,6,8,9,14,18,43,34,16,11,12
not,new,30,20,24,38,57,70,108,139,113,136
more,humane,6,4,3,2,9,9,24,24,17,34
then,unknown,2,3,0,3,2,5,15,25,29,40
utterly,bad,26,7,5,3,2,2,0,3,1,1
so,neat,0,2,2,3,5,2,2,5,8,25
very,peculiar,3,2,4,7,19,22,25,33,32,48
as,big,80,42,41,51,76,96,181,191,131,259
totally,real,1,0,1,1,1,7,6,9,12,22
thoroughly,convincing,0,0,1,1,1,10,15,22,28,35
long,long,13,6,5,4,2,2,4,13,8,38
extremely,successful,7,1,2,5,5,8,15,14,18,28
rather,depressing,0,1,1,5,3,6,12,14,6,5
quite,nasty,1,3,7,9,8,9,18,18,7,12
most,extraordinary,3,0,2,5,6,7,18,32,31,71
pretty,normal,11,4,7,5,9,13,17,18,23,20
especially,strong,1,0,5,3,4,4,21,21,10,9
particularly,frightening,2,1,2,6,6,6,16,8,7,7
uniformly,excellent,1,2,5,6,12,27,84,180,163,246
completely,brilliant,0,0,2,1,1,0,6,6,11,30
very,faithful,13,7,8,13,18,45,70,101,110,178
incredibly,smart,2,1,1,1,1,3,8,12,8,16
pretty,low,52,30,44,56,52,72,84,68,57,50
pretty,common,4,0,2,6,3,7,11,15,11,15
more,cynical,6,7,8,6,25,20,22,58,32,41
very,offensive,33,8,10,6,9,8,12,10,8,22
exactly,right,11,3,6,5,9,9,27,42,46,64
almost,unbearable,63,40,41,37,42,50,64,90,84,184
extremely,disturbing,21,11,6,8,11,17,25,61,48,59
quite,chilling,0,0,0,3,3,5,15,14,12,24
simply,irresistible,5,1,0,0,5,6,14,12,10,17
very,misleading,62,21,23,19,19,22,16,21,14,18
even,strong,10,2,4,7,10,25,45,83,59,111
highly,engaging,0,0,1,7,1,2,6,14,8,19
more,depressing,40,14,14,14,19,25,21,41,21,36
well,choreographed,7,12,21,24,32,52,56,85,64,74
sometimes,hilarious,1,1,4,2,8,15,22,34,38,31
very,notable,1,1,0,2,4,5,12,5,10,16
genuinely,shocking,2,0,1,3,4,9,9,22,8,8
more,dull,12,9,6,8,15,3,7,4,0,3
only,concerned,6,1,2,3,3,4,5,7,8,17
most,awesome,4,5,7,5,5,18,20,36,40,192
also,aware,2,5,3,1,3,8,10,13,13,30
definitely,more,4,2,6,2,16,23,28,50,24,45
so,magnificent,1,1,0,3,2,5,5,7,9,44
visually,stunning,81,58,88,108,165,249,377,540,579,1134
so,complete,7,1,1,0,6,4,12,21,15,51
just,great,54,15,30,38,68,122,333,639,619,1583
pretty,familiar,2,1,1,2,9,12,23,19,11,11
pretty,quick,15,10,13,10,19,28,37,27,15,25
too,gory,21,9,2,22,21,25,36,58,45,60
more,satisfied,19,4,5,6,7,16,21,12,14,34
pretty,blonde,6,5,10,7,11,9,16,11,6,6
so,attractive,12,6,2,6,4,15,23,22,27,43
most,interesting,151,171,235,314,448,667,901,1029,738,1095
not,nice,33,13,14,15,16,17,17,38,23,48
very,skeptical,4,3,5,6,9,14,31,47,58,95
too,sad,18,7,12,8,18,15,16,38,33,61
well,aware,46,24,30,44,62,70,90,134,96,133
visually,appealing,13,12,22,20,27,31,42,57,27,54
extremely,witty,1,1,0,3,1,6,12,8,16,37
absolutely,absurd,18,9,9,6,5,6,5,7,5,8
so,obnoxious,31,11,17,15,12,19,17,13,5,9
very,conservative,14,4,2,8,9,8,21,29,20,33
pretty,crappy,18,13,15,19,16,12,8,15,8,9
very,nervous,14,5,8,7,7,12,20,27,22,51
somewhat,disjointed,0,1,3,3,6,12,10,9,4,4
too,human,10,6,8,15,10,20,23,49,51,71
not,fantastic,9,4,3,5,15,41,45,34,17,22
more,scary,74,33,41,31,60,61,86,134,104,175
just,ok,23,5,10,21,27,33,38,42,21,16
fairly,routine,2,0,3,9,13,33,22,8,8,2
quite,ready,5,2,3,5,13,16,18,25,16,32
very,awesome,4,0,3,4,3,7,18,24,25,71
slightly,disturbing,8,3,6,4,5,10,17,29,13,18
relatively,young,5,3,0,10,8,12,21,27,24,30
pretty,weird,11,8,8,15,25,27,37,33,20,28
absolutely,atrocious,69,28,9,18,11,12,11,3,5,3
always,exciting,2,1,1,0,2,5,9,28,11,23
most,stylish,1,3,4,7,5,9,29,47,35,66
very,similar,182,110,183,237,326,474,774,870,633,956
most,attractive,23,8,8,13,18,21,47,44,57,68
particularly,original,5,8,14,15,32,45,55,34,18,14
just,such,68,28,26,32,33,52,87,124,133,318
just,regular,9,6,2,7,10,17,18,20,17,31
overly,dramatic,67,42,39,42,64,56,100,87,82,93
truly,worth,4,3,0,0,5,13,18,36,41,83
very,possible,14,8,10,4,11,21,23,25,35,63
mildly,funny,48,29,36,41,49,52,42,21,14,10
most,random,28,7,6,6,9,5,11,13,14,21
unexpectedly,good,0,2,2,4,2,2,10,15,7,7
really,irritated,16,9,8,14,12,12,16,11,3,4
very,sorry,117,30,29,17,31,13,27,51,47,116
once,great,46,18,25,12,24,17,18,24,27,57
only,ok,4,2,3,10,10,11,11,9,3,5
most,ambitious,3,3,1,9,10,26,38,72,67,90
completely,convincing,5,0,3,5,9,34,40,47,41,54
more,vulnerable,5,1,3,2,9,13,38,44,31,50
certainly,true,8,5,0,5,9,17,41,27,30,31
mildly,retarded,10,3,6,3,1,5,2,8,12,6
relatively,early,0,1,2,3,4,12,8,9,6,7
very,polite,4,0,2,2,4,8,6,12,4,14
really,annoying,103,73,62,59,81,70,84,55,31,54
quite,amazing,22,9,18,14,27,45,90,116,90,183
most,celebrated,6,2,5,8,11,19,28,48,32,68
quite,pleasant,4,0,1,1,6,18,12,8,5,6
not,equal,67,27,26,21,27,32,29,27,19,38
as,more,7,1,4,8,8,2,11,10,11,18
more,sexy,6,1,1,6,5,6,8,9,8,13
more,famous,12,16,13,20,28,56,87,113,71,106
so,painful,111,23,28,6,11,13,12,15,25,57
truly,amazing,61,14,39,25,43,63,124,236,256,985
too,upset,12,2,5,4,8,10,8,11,6,16
particularly,fond,6,5,9,14,9,16,32,39,31,48
quite,successful,4,5,7,11,19,30,41,40,31,27
pretty,obvious,96,64,73,82,98,169,206,177,116,123
more,advanced,28,13,11,19,23,35,60,76,50,108
pretty,hard,33,32,34,26,52,74,92,95,56,97
not,believable,309,159,164,175,212,169,165,108,62,80
surprisingly,good,60,49,69,123,213,431,780,891,532,550
also,capable,5,1,3,3,5,10,6,9,6,17
most,valuable,6,3,6,10,14,17,33,28,29,57
so,horrible,410,92,64,30,28,32,41,54,36,90
very,best,22,10,11,11,19,44,87,134,167,342
pretty,short,11,0,7,13,18,25,26,23,21,12
very,inappropriate,14,3,0,6,6,5,5,6,0,6
extremely,similar,1,0,3,7,5,10,15,13,9,18
equally,enjoyable,2,1,0,2,2,8,14,11,16,32
very,public,2,1,3,2,5,6,12,13,8,7
surprisingly,solid,0,2,0,1,5,9,11,19,8,3
really,young,12,6,11,6,19,25,32,48,45,86
pretty,brutal,5,6,6,5,15,18,23,27,17,22
very,wrong,154,68,75,63,55,74,90,154,148,230
so,empty,45,10,15,17,17,18,8,21,14,25
very,important,159,87,120,165,195,292,475,722,670,1352
too,mature,8,8,11,7,16,17,21,21,23,31
nearly,impossible,81,41,52,45,70,66,121,133,128,239
always,likable,1,2,0,3,9,11,18,9,13,13
less,obvious,10,7,9,8,7,15,31,30,15,28
not,sad,9,7,4,4,5,2,7,13,6,23
almost,irrelevant,1,3,1,3,7,6,12,20,7,12
only,other,97,48,64,74,73,95,181,202,162,265
so,outstanding,1,3,3,2,3,1,2,12,19,46
too,dark,124,82,95,104,147,181,192,230,178,234
rather,weird,5,1,7,7,17,9,14,14,16,14
emotionally,manipulative,11,6,2,7,12,10,9,11,11,11
very,deliberate,5,1,4,4,10,18,31,34,19,30
generally,excellent,5,2,2,1,6,12,27,28,15,15
most,convincing,19,21,19,15,33,53,76,121,97,181
so,random,34,21,18,15,12,12,9,23,13,34
so,high,225,87,61,98,95,130,152,158,153,324
very,favorite,8,7,15,6,18,14,25,43,55,224
more,vivid,2,2,2,1,8,13,16,22,12,27
only,disappointing,5,2,1,4,2,7,8,10,7,19
also,glad,2,2,4,0,8,9,39,37,38,76
so,amusing,14,4,2,1,2,2,12,28,11,26
completely,flawless,0,0,2,0,1,1,3,2,12,33
much,hard,15,8,4,11,10,14,18,19,14,33
not,campy,5,5,3,3,7,1,7,8,7,9
very,skilled,10,8,9,10,9,25,14,39,33,43
more,psychological,4,3,6,12,10,17,39,48,32,42
so,unlikeable,22,11,12,13,9,3,6,8,5,5
extremely,confusing,14,7,9,6,7,9,9,6,7,9
very,endearing,3,5,3,7,12,13,39,48,55,85
moderately,good,4,6,4,3,4,10,4,8,3,4
very,opening,12,2,3,11,3,11,14,19,13,25
much,big,44,32,33,53,69,120,147,196,159,259
horrifically,bad,21,8,8,2,2,2,3,1,4,1
more,violent,50,23,25,26,56,66,141,174,133,242
slightly,boring,2,0,1,11,7,16,13,17,9,13
genuinely,amusing,1,1,4,5,8,8,10,5,6,6
so,selfish,9,8,5,3,13,6,11,7,13,13
far,strong,2,2,3,5,5,7,8,6,10,11
totally,boring,60,19,20,23,18,10,10,2,4,9
so,anxious,18,2,4,4,1,7,9,14,12,28
not,bad,649,360,480,721,1463,2114,2065,1249,635,930
so,most,22,9,11,17,12,31,27,44,19,42
mildly,humorous,11,6,12,7,8,13,4,1,1,5
about,good,26,13,10,12,18,21,22,32,28,79
emotionally,complex,0,3,2,2,0,4,11,19,12,23
too,bland,10,4,15,20,19,32,20,21,11,10
rather,long,6,8,6,14,23,27,56,42,30,49
also,responsible,18,21,19,20,32,35,47,56,51,66
just,angry,14,3,3,4,7,4,3,6,2,7
so,brutal,10,4,5,5,7,12,18,27,29,60
pretty,lousy,18,15,27,41,27,33,15,14,9,8
quite,unusual,4,2,9,6,11,34,60,60,42,44
so,keen,16,9,10,13,20,11,26,31,10,29
most,original,29,19,36,48,68,148,314,522,447,994
too,beautiful,10,6,6,18,20,25,28,60,41,91
rather,scary,3,3,1,2,0,7,21,19,10,10
very,beautiful,89,62,84,98,143,276,382,584,487,1028
considerably,good,9,9,6,17,26,45,47,35,10,19
obviously,fake,70,30,44,27,28,44,40,46,35,49
perfectly,acceptable,31,8,19,17,24,42,61,39,21,44
very,thrilling,2,5,5,6,10,18,27,57,32,61
pretty,unbelievable,7,4,8,6,9,16,11,13,11,7
amazingly,good,10,8,6,6,14,19,38,61,61,129
more,entertaining,641,214,257,211,241,345,433,420,275,427
completely,absurd,44,15,10,19,20,16,11,21,12,19
most,fantastic,8,2,3,2,8,13,19,26,43,149
not,satisfied,5,3,2,4,4,7,10,14,5,14
most,comic,5,5,1,4,2,2,12,5,6,8
