really,entertaining,0.057968,0.022433,0.017711,0.018891,0.031878,0.036601,0.09327,0.15348,0.25974,0.15112,0.21487,0.052558,0.029516,0.037632,0.049531,0.077907,0.10808,0.15485,0.18239,0.13426,0.17328
very,tame,0.050685,0.038464,0.076924,0.1,0.12692,0.15384,0.11923,0.15,0.088462,0.057694,0.088462,0.074329,0.047316,0.066626,0.084336,0.12458,0.14575,0.14797,0.12352,0.074966,0.11062
so,inclined,0.096157,0.071431,0.03572,0.017864,0.098214,0.089287,0.071431,0.16071,0.16964,0.125,0.16071,0.037778,0.019669,0.027593,0.035216,0.053411,0.080873,0.13889,0.18538,0.16073,0.26045
so,big,0.0080858,0.11199,0.047432,0.064559,0.054019,0.075099,0.085639,0.10013,0.13043,0.094862,0.23583,0.12808,0.054204,0.066476,0.065186,0.075083,0.087502,0.10616,0.11797,0.1052,0.19414
so,difficult,0.029829,0.088768,0.039856,0.043479,0.036233,0.047102,0.05616,0.13043,0.14674,0.1413,0.26992,0.11429,0.046854,0.060556,0.058556,0.06634,0.080461,0.10188,0.12007,0.11831,0.23267
very,believable,0.0020937,0.018031,0.0099401,0.016413,0.02196,0.040916,0.061951,0.13199,0.19672,0.18886,0.31322,0.019326,0.011667,0.016491,0.022877,0.039672,0.068798,0.14029,0.2064,0.18585,0.28863
yet,sensitive,0.090239,0.042865,1.4284e-05,1.4284e-05,1.4284e-05,0.014298,0.057149,0.085716,0.19999,0.25712,0.34282,0.024049,0.012597,0.016285,0.022667,0.03747,0.061218,0.12889,0.1907,0.17967,0.32647
so,fascinating,0.021712,0.025909,0.015546,0.0051838,0.015546,0.03109,0.051815,0.10104,0.17098,0.20207,0.38082,0.030334,0.015769,0.02323,0.028405,0.042421,0.064684,0.1116,0.16588,0.18186,0.33582
very,gentle,0.14788,0.026792,8.9278e-06,0.026792,0.0089367,0.0089367,0.071431,0.11607,0.2857,0.20535,0.24999,0.055838,0.028811,0.037218,0.044437,0.063728,0.090462,0.14172,0.17321,0.14018,0.22439
very,normal,0.0191,0.03774,0.018873,0.031451,0.056607,0.056607,0.056607,0.12578,0.18867,0.19496,0.2327,0.042987,0.023563,0.032306,0.041811,0.061188,0.089806,0.14471,0.17883,0.14717,0.23764
extremely,short,0.048026,0.11602,0.077349,0.093923,0.060776,0.11602,0.15469,0.077349,0.088398,0.055251,0.16022,0.12812,0.057713,0.070618,0.075785,0.092147,0.10252,0.12125,0.12147,0.093227,0.13715
most,fitting,0.11203,1.6664e-05,0.066672,1.6664e-05,0.016681,0.016681,0.050008,0.1,0.13333,0.18332,0.43328,0.025739,0.011576,0.016199,0.019501,0.029586,0.048884,0.10112,0.16618,0.18468,0.39653
too,memorable,0.17149,0.012998,1.2985e-05,0.012998,0.06494,0.1039,0.19479,0.33763,0.14285,0.077925,0.051954,0.044101,0.028492,0.041587,0.058249,0.094002,0.13031,0.18001,0.16872,0.11535,0.13918
fairly,accurate,0.085652,0.027324,0.032789,0.016396,0.035521,0.057378,0.12295,0.18033,0.15027,0.17213,0.20492,0.060632,0.036615,0.04912,0.065968,0.098368,0.1357,0.17549,0.14867,0.10032,0.12911
nearly,empty,0.149,0.1,0.12,0.080004,0.040012,0.1,0.040012,0.1,0.12,0.080004,0.21998,0.14256,0.081237,0.096321,0.10267,0.12033,0.11417,0.10233,0.088063,0.06167,0.090645
quite,bad,0.024449,0.12419,0.1371,0.12097,0.13226,0.10968,0.098387,0.1,0.07742,0.045162,0.054839,0.17255,0.092109,0.10862,0.10593,0.1114,0.10364,0.097002,0.081223,0.05366,0.073867
more,american,0.057118,0.038469,0.051288,0.11538,0.064107,0.089745,0.076926,0.1923,0.1282,0.076926,0.16666,0.072417,0.042399,0.057032,0.066563,0.094293,0.11526,0.1372,0.14371,0.10985,0.16128
visually,breathtaking,0.11658,0.037748,1.8864e-05,0.037748,1.8864e-05,0.018883,0.094341,0.13207,0.20753,0.075476,0.39617,0.020892,0.012155,0.018873,0.023328,0.036522,0.060005,0.10429,0.16167,0.19018,0.37208
more,awful,0.11139,0.44994,0.13333,0.033344,0.13333,0.083336,0.033344,0.016681,0.016681,0.066672,0.033344,0.39001,0.12242,0.11656,0.083223,0.070569,0.053437,0.053162,0.044122,0.028698,0.037807
openly,gay,0.15128,0.067798,0.025427,0.02119,0.033901,0.05085,0.067798,0.11441,0.22033,0.15254,0.24576,0.12581,0.060586,0.070045,0.071253,0.087124,0.099325,0.11873,0.12383,0.094106,0.14919
just,disappointing,0.12476,0.075002,0.075002,0.15625,0.1125,0.16875,0.16875,0.11875,0.075002,0.018755,0.031254,0.21597,0.1141,0.12859,0.12549,0.12959,0.098806,0.067343,0.04828,0.030464,0.041378
too,young,0.0042724,0.062928,0.026084,0.044343,0.047604,0.073362,0.099446,0.1389,0.15259,0.12227,0.23247,0.071734,0.03662,0.04619,0.052743,0.072602,0.09519,0.13171,0.15372,0.12988,0.20962
very,unrealistic,0.051587,0.14742,0.090586,0.094139,0.078153,0.11012,0.15453,0.1048,0.063944,0.062168,0.094139,0.23697,0.097041,0.10642,0.092967,0.092494,0.087006,0.088814,0.076444,0.050307,0.071537
well,paced,0.048278,0.012965,0.011113,0.01852,0.014816,0.035186,0.10556,0.18704,0.24074,0.16852,0.20555,0.021122,0.01181,0.017065,0.021528,0.035401,0.063191,0.13342,0.20188,0.18622,0.30837
really,interested,0.021344,0.070867,0.056431,0.074803,0.045932,0.076116,0.11024,0.1273,0.13911,0.099738,0.19947,0.063281,0.033439,0.045014,0.056706,0.072802,0.10035,0.14355,0.15603,0.12399,0.20484
so,certain,0.30251,0.047627,0.015886,0.031757,1.587e-05,1.587e-05,0.031757,0.19046,0.25394,0.12698,0.30156,0.13183,0.049604,0.057989,0.050673,0.056866,0.065272,0.082378,0.10626,0.11737,0.28175
most,appropriate,0.019468,0.061405,0.017547,0.035091,0.039476,0.048248,0.061405,0.14035,0.14473,0.17544,0.27631,0.036636,0.01751,0.023421,0.027709,0.042199,0.065728,0.12207,0.18057,0.17243,0.31172
also,fantastic,0.030222,0.013568,0.0038778,0.0058158,0.0038778,0.01163,0.038761,0.069768,0.15504,0.19767,0.49999,0.013752,0.0072296,0.011035,0.014647,0.02446,0.044397,0.10083,0.17693,0.20338,0.40334
certainly,entertaining,0.022243,0.010421,5.2081e-06,0.010421,0.026046,0.10417,0.21354,0.34374,0.17708,0.046878,0.06771,0.012648,0.011141,0.019231,0.034066,0.10263,0.20747,0.29625,0.18171,0.068054,0.066799
not,dull,0.12142,0.022231,0.011121,0.033341,0.044451,0.05556,0.15555,0.22221,0.17777,0.1,0.17777,0.081419,0.042499,0.049635,0.057746,0.077767,0.095525,0.11491,0.13914,0.12726,0.2141
too,handsome,0.17122,0.017872,0.05358,0.017872,0.017872,0.017872,0.10714,0.14285,0.14285,0.089288,0.3928,0.067914,0.035635,0.044758,0.053335,0.075408,0.10076,0.14137,0.15815,0.12631,0.19637
completely,faithful,0.15233,1.2344e-05,1.2344e-05,1.2344e-05,1.2344e-05,0.061733,0.061733,0.14814,0.12345,0.23455,0.37034,0.038354,0.018437,0.024207,0.02978,0.046147,0.071363,0.13407,0.1898,0.16835,0.27948
seemingly,harmless,0.037894,0.055562,0.013901,0.041675,0.041675,0.027788,0.11111,0.16666,0.15277,0.13888,0.24998,0.030593,0.017872,0.024777,0.031906,0.051137,0.079004,0.13833,0.19212,0.17297,0.26129
completely,aware,0.039072,0.1129,0.048395,0.032269,0.016143,0.080648,0.064522,0.14515,0.19353,0.12903,0.17741,0.10007,0.042665,0.051149,0.052069,0.067496,0.085219,0.12038,0.14422,0.12544,0.21129
also,clever,0.095624,1.5623e-05,0.031261,0.031261,0.015638,0.015638,0.046883,0.18749,0.24998,0.24998,0.17186,0.025164,0.014521,0.020021,0.026392,0.044842,0.077515,0.15136,0.20885,0.17424,0.2571
not,shy,0.14081,0.012198,0.012198,0.012198,0.021344,0.036587,0.064025,0.14939,0.25914,0.17988,0.25304,0.079051,0.037867,0.041476,0.048905,0.069756,0.094233,0.12349,0.15115,0.12623,0.22784
painfully,slow,0.008578,0.20051,0.12339,0.14396,0.12339,0.11568,0.097686,0.077121,0.048845,0.028279,0.041133,0.22815,0.10669,0.1312,0.10239,0.11036,0.10081,0.087916,0.06268,0.032369,0.037432
particularly,strong,0.042213,0.027781,0.0079402,0.023813,0.027781,0.059525,0.10317,0.25793,0.24206,0.10317,0.14682,0.026354,0.019233,0.032813,0.049613,0.088646,0.13002,0.18745,0.18738,0.13141,0.14709
as,famous,0.11813,0.047175,0.0094425,9.4331e-06,0.018876,0.037742,0.066041,0.12264,0.21697,0.14151,0.3396,0.072055,0.033944,0.044073,0.046965,0.062821,0.085127,0.1336,0.17039,0.13733,0.2137
most,impressive,0.015756,0.014414,0.0089468,0.0089468,0.018887,0.037774,0.060636,0.15258,0.19732,0.19036,0.31014,0.030111,0.015586,0.021276,0.026567,0.041687,0.068859,0.13283,0.1917,0.1742,0.2972
so,sincere,0.14577,1.3512e-05,0.027037,1.3512e-05,0.013525,0.027037,0.027037,0.094595,0.12162,0.18918,0.49995,0.049314,0.024297,0.035386,0.03742,0.049171,0.065279,0.091764,0.1315,0.16705,0.34881
too,early,0.022964,0.037183,0.015657,0.041097,0.072408,0.097847,0.084149,0.19961,0.14286,0.12133,0.18787,0.051033,0.031519,0.04752,0.064004,0.093537,0.12372,0.16095,0.15573,0.11409,0.15789
technically,good,0.1953,0.10667,0.013345,0.013345,0.17332,0.093334,0.22665,0.12,0.13333,0.080003,0.040008,0.077842,0.043762,0.057195,0.068102,0.0958,0.12096,0.14843,0.14292,0.10133,0.14365
most,mature,0.20456,0.010873,0.010873,0.0072497,0.0036267,0.014496,0.04348,0.12681,0.19203,0.20652,0.38405,0.086386,0.035723,0.044453,0.045261,0.05825,0.07694,0.1148,0.14759,0.13603,0.25457
slightly,bad,0.31666,0.086209,0.068971,0.051732,0.086209,0.086209,0.20688,0.22412,0.12069,0.051732,0.017256,0.083712,0.034422,0.044659,0.044578,0.059948,0.082164,0.13644,0.17036,0.12737,0.21634
most,gorgeous,0.01949,0.012948,0.012948,0.022656,0.012948,0.048545,0.071198,0.12945,0.16828,0.13592,0.3851,0.023953,0.012732,0.018913,0.023525,0.036309,0.060006,0.11375,0.17678,0.1855,0.34854
critically,acclaimed,0.011473,0.058824,0.031373,0.025491,0.042157,0.053922,0.068628,0.10196,0.17941,0.15784,0.28039,0.037606,0.021318,0.030736,0.036556,0.053617,0.077369,0.11763,0.16074,0.16921,0.29522
more,prominent,0.037542,0.021204,0.028271,0.017671,0.063606,0.081273,0.11307,0.13781,0.18374,0.15901,0.19434,0.048029,0.028626,0.043938,0.050198,0.075995,0.11691,0.17712,0.18701,0.11825,0.15392
totally,bizarre,0.079484,0.10112,0.011246,0.11236,0.067419,0.11236,0.056185,0.16853,0.078654,0.10112,0.191,0.09622,0.048838,0.061519,0.066446,0.089445,0.10568,0.12834,0.13814,0.1088,0.15657
quite,brutal,0.059216,7.7513e-06,0.023262,0.031013,0.038764,0.046516,0.10078,0.2248,0.2713,0.11628,0.14728,0.023768,0.015025,0.023634,0.030925,0.051018,0.087994,0.17324,0.22072,0.16261,0.21106
rather,abrupt,0.037941,0.03054,0.015274,0.015274,0.053439,0.061072,0.21373,0.24426,0.229,0.068705,0.068705,0.010947,0.01047,0.022204,0.03963,0.093388,0.16417,0.25413,0.21541,0.09783,0.09183
not,violent,0.053419,0.10833,0.025006,0.050004,0.033339,0.033339,0.033339,0.14166,0.21666,0.10833,0.24999,0.079978,0.03519,0.039229,0.043602,0.061812,0.082703,0.11523,0.15353,0.13731,0.25141
quite,interested,0.080467,0.055562,0.041675,0.083336,0.097223,0.069449,0.097223,0.20832,0.16666,0.083336,0.097223,0.034194,0.023178,0.03576,0.05227,0.081885,0.13161,0.18617,0.17013,0.11398,0.17082
very,tricky,0.04502,0.024596,0.024596,0.0164,0.032792,0.065577,0.12295,0.15573,0.12295,0.19671,0.23769,0.055838,0.028811,0.037218,0.044437,0.063728,0.090463,0.14172,0.17321,0.14018,0.22439
never,enough,0.085963,0.071432,0.035722,0.083335,0.059529,0.095239,0.19047,0.083335,0.083335,0.071432,0.22618,0.11563,0.056765,0.067027,0.076031,0.094626,0.10715,0.12357,0.12361,0.0969,0.13868
not,fitting,0.077118,0.12612,0.027034,0.027034,0.072075,0.054058,0.090091,0.10811,0.18017,0.081083,0.23422,0.055102,0.025353,0.028484,0.03375,0.052762,0.077414,0.12362,0.16551,0.1507,0.2873
quite,spectacular,0.024092,0.012826,0.025646,0.044875,0.038465,0.051285,0.14102,0.15384,0.21153,0.1282,0.1923,0.022951,0.015673,0.023942,0.034452,0.059616,0.1054,0.18947,0.2061,0.14945,0.19295
absolutely,first,0.19509,0.031757,1.587e-05,1.587e-05,1.587e-05,0.047627,0.031757,0.095239,0.095239,0.25394,0.44439,0.094711,0.032257,0.037399,0.034957,0.044902,0.057703,0.092102,0.13121,0.14827,0.32649
so,odd,0.19629,0.049754,0.044779,0.01493,0.059703,0.099503,0.12438,0.12935,0.13433,0.16418,0.1791,0.18336,0.075576,0.088657,0.083597,0.090223,0.091353,0.094319,0.09164,0.07532,0.12596
really,crappy,0.079715,0.29706,0.11297,0.096234,0.041843,0.058579,0.079499,0.071131,0.1046,0.041843,0.096234,0.31436,0.12266,0.11909,0.097449,0.090704,0.070889,0.060239,0.047759,0.031617,0.045238
really,glad,0.052993,0.04894,0.014683,0.02284,0.019577,0.016315,0.040784,0.10114,0.20228,0.20065,0.33279,0.078335,0.028798,0.035558,0.035753,0.046683,0.063514,0.11114,0.15433,0.14846,0.29743
truly,emotional,0.032855,0.018883,1.8864e-05,0.018883,0.037748,0.018883,0.056612,0.094341,0.15093,0.20753,0.39617,0.035691,0.013161,0.017735,0.018678,0.02671,0.041291,0.085359,0.1467,0.18251,0.43217
very,fluid,0.075534,0.013345,0.026676,1.3332e-05,0.013345,0.013345,0.093334,0.21332,0.21332,0.17332,0.23998,0.019762,0.011935,0.017831,0.024819,0.040422,0.068242,0.13208,0.19371,0.18367,0.30752
most,profound,0.031979,0.03226,0.0029354,0.02053,0.017598,0.026395,0.038125,0.061585,0.13783,0.16422,0.49852,0.05306,0.01915,0.02423,0.024455,0.032742,0.047742,0.087417,0.13946,0.16288,0.40887
very,clever,0.0033686,0.02604,0.016513,0.023182,0.028581,0.040648,0.066053,0.13782,0.19911,0.18323,0.27882,0.028839,0.016567,0.022136,0.028793,0.047232,0.079464,0.14838,0.19754,0.16817,0.26288
only,half,0.055217,0.125,0.047622,0.065478,0.047622,0.07143,0.11309,0.14881,0.11905,0.125,0.1369,0.10976,0.037779,0.043115,0.043579,0.051892,0.065313,0.11736,0.18195,0.14533,0.20392
very,stereotypical,0.041552,0.086957,0.05435,0.076088,0.065219,0.10326,0.11956,0.16847,0.11413,0.125,0.086957,0.10487,0.064563,0.085766,0.099029,0.12594,0.13379,0.12649,0.10478,0.064503,0.090267
really,convinced,0.09544,0.064107,0.012832,0.025651,0.025651,0.064107,0.1282,0.24357,0.11538,0.1923,0.1282,0.068992,0.034517,0.044629,0.047954,0.066919,0.093866,0.14063,0.17038,0.12983,0.20229
socially,awkward,0.057871,0.049083,0.012275,0.036814,0.01841,0.067487,0.08589,0.12883,0.15951,0.17791,0.26379,0.078066,0.040243,0.04927,0.05709,0.075825,0.094407,0.12657,0.14595,0.12318,0.2094
actually,able,0.038409,0.10489,0.041962,0.03497,0.09091,0.06294,0.076925,0.10489,0.12587,0.097902,0.25873,0.090993,0.03935,0.048939,0.049305,0.064188,0.086179,0.13564,0.16307,0.12555,0.19678
far,great,0.047392,0.060163,0.026017,0.035773,0.061789,0.079675,0.087805,0.11382,0.15284,0.12358,0.25853,0.033067,0.019047,0.026237,0.03153,0.046622,0.069306,0.12104,0.17243,0.16429,0.31642
more,talented,0.034265,0.12617,0.056076,0.070094,0.07944,0.093458,0.086449,0.14019,0.11215,0.081776,0.1542,0.088963,0.043487,0.056795,0.059763,0.075727,0.096296,0.11688,0.13114,0.11937,0.21157
just,sick,0.095507,0.33623,0.087337,0.087337,0.05677,0.043671,0.05677,0.06987,0.091703,0.074237,0.09607,0.18175,0.065392,0.065797,0.059415,0.071567,0.081168,0.1102,0.11965,0.091944,0.15312
so,embarrassing,0.087042,0.3214,0.11905,0.14285,0.047625,0.047625,0.059529,0.083335,0.083335,0.035722,0.059529,0.36165,0.13289,0.12534,0.10065,0.08758,0.061117,0.044344,0.032233,0.021855,0.032352
only,known,0.11854,0.039228,0.039228,0.019624,0.019624,0.078436,0.078436,0.13725,0.21566,0.039228,0.33329,0.067616,0.03011,0.037144,0.04286,0.059105,0.075709,0.11254,0.16609,0.1659,0.24293
very,dynamic,0.072853,0.01419,0.021282,0.028374,0.01419,0.042557,0.063832,0.13475,0.1773,0.17021,0.33332,0.023541,0.017334,0.026819,0.042818,0.080808,0.11098,0.16068,0.17961,0.14715,0.21027
very,creepy,0.0084141,0.021216,0.013762,0.024656,0.033831,0.047592,0.09289,0.16743,0.22821,0.14679,0.22362,0.033672,0.019756,0.027741,0.035958,0.056526,0.091734,0.15769,0.19224,0.1512,0.23348
ridiculously,high,0.07662,0.15094,0.10377,0.037742,0.075474,0.066041,0.047175,0.14151,0.15094,0.09434,0.13207,0.12706,0.046821,0.052265,0.049206,0.060345,0.07462,0.10737,0.13186,0.11788,0.23258
pretty,mediocre,0.027216,0.037881,0.041669,0.083334,0.13257,0.22348,0.21212,0.14015,0.045457,0.02273,0.060608,0.057424,0.052583,0.091384,0.12808,0.19416,0.18925,0.13581,0.081055,0.034046,0.03621
so,clueless,0.084061,0.13846,0.061544,0.03078,0.12307,0.076927,0.046162,0.092309,0.16922,0.10769,0.15384,0.1996,0.073863,0.081992,0.070984,0.075907,0.079568,0.089243,0.094471,0.082381,0.152
very,educational,0.36477,0.020414,6.8023e-06,0.0068091,0.020414,0.013611,0.013611,0.047623,0.12245,0.25169,0.50337,0.055837,0.028811,0.037218,0.044437,0.063727,0.090462,0.14172,0.17321,0.14018,0.22439
too,evident,0.13766,0.068497,1.3697e-05,0.041104,0.082194,0.10959,0.21916,0.19177,0.12328,0.068497,0.095891,0.062214,0.034504,0.047059,0.056125,0.079639,0.10732,0.15007,0.16235,0.11982,0.1809
more,independent,0.15193,0.018534,0.037049,0.074079,0.018534,1.8515e-05,0.14814,0.20368,0.12962,0.14814,0.2222,0.072624,0.036993,0.047466,0.051168,0.069641,0.094009,0.1372,0.16273,0.12854,0.19963
very,revealing,0.058468,0.038467,0.048082,9.6145e-06,0.057696,0.048082,0.076925,0.16346,0.20191,0.15384,0.21153,0.025372,0.015644,0.023159,0.032235,0.053772,0.087973,0.15829,0.20422,0.16192,0.23742
hardly,enough,0.042345,0.20288,0.086958,0.10145,0.11594,0.086958,0.13043,0.057977,0.11594,0.028996,0.072468,0.16122,0.08959,0.11192,0.10963,0.12246,0.12263,0.10917,0.076166,0.045623,0.051587
very,present,0.046105,0.015164,0.015164,1.5149e-05,0.015164,0.045463,0.060612,0.15151,0.22725,0.2121,0.25755,0.028333,0.016561,0.023968,0.03252,0.051725,0.084217,0.15359,0.20229,0.16285,0.24396
just,priceless,0.086209,0.062505,0.012511,1.2498e-05,0.012511,0.062505,0.037508,0.17499,0.14999,0.125,0.36247,0.024328,0.013607,0.019069,0.0247,0.041152,0.068637,0.13409,0.19942,0.1809,0.2941
entirely,new,0.030741,0.055473,0.026988,0.032985,0.029986,0.052474,0.070465,0.10195,0.16642,0.17841,0.28485,0.040224,0.022717,0.031752,0.036925,0.056261,0.089255,0.15475,0.19846,0.15332,0.21634
so,beloved,0.073968,0.058397,0.0438,0.080293,0.029202,0.051098,0.10219,0.11679,0.18248,0.12409,0.21167,0.068519,0.027884,0.037367,0.037049,0.04677,0.063277,0.095318,0.13439,0.15252,0.3369
truly,awful,0.011244,0.46304,0.13105,0.084005,0.054436,0.051748,0.049059,0.047043,0.048387,0.031586,0.039651,0.48192,0.12114,0.10136,0.068215,0.055173,0.038937,0.036268,0.031844,0.024622,0.04052
truly,outstanding,0.0069207,0.011822,0.0094584,0.0094584,0.011822,0.030734,0.059103,0.085107,0.14421,0.20331,0.43498,0.010995,0.0062873,0.010934,0.013512,0.022346,0.040452,0.081092,0.15088,0.21641,0.44709
more,lighthearted,0.080254,0.044784,0.014938,0.059708,0.014938,0.059708,0.044784,0.22386,0.20894,0.1194,0.20894,0.072624,0.036993,0.047466,0.051168,0.069641,0.094009,0.1372,0.16273,0.12854,0.19963
too,fat,0.1801,0.18666,0.05334,0.10667,0.066671,1.3332e-05,0.12,0.10667,0.12,0.080003,0.15999,0.075804,0.039943,0.051382,0.058946,0.080989,0.10542,0.14217,0.15232,0.11653,0.1765
fast,enough,0.04337,0.07143,0.047622,0.04167,0.047622,0.11309,0.10119,0.20237,0.11905,0.10714,0.14881,0.056017,0.031131,0.04072,0.047701,0.069983,0.10123,0.15071,0.17147,0.1311,0.19994
incredibly,dumb,0.07358,0.26785,0.07143,0.10119,0.089286,0.14881,0.065478,0.095238,0.10714,0.01191,0.04167,0.28139,0.10942,0.11064,0.090148,0.087971,0.075119,0.066807,0.058831,0.045212,0.074455
too,campy,0.058023,0.06977,0.054267,0.031013,0.038764,0.093024,0.077521,0.19379,0.15503,0.12403,0.16279,0.061053,0.039167,0.057636,0.075526,0.11503,0.14125,0.16019,0.1416,0.090375,0.11817
more,adventurous,0.067772,0.046518,1.1627e-05,0.023265,0.058144,0.10465,0.093024,0.17441,0.19766,0.1279,0.17441,0.072624,0.036992,0.047466,0.051168,0.069641,0.094008,0.1372,0.16273,0.12854,0.19963
most,watchable,0.056026,0.0074696,0.0074696,0.037318,0.059704,0.059704,0.13433,0.097015,0.1791,0.1791,0.2388,0.039819,0.023432,0.029861,0.037405,0.060472,0.095219,0.15184,0.18475,0.14558,0.23162
so,vague,0.17093,0.076926,0.10989,0.065938,0.10989,0.14285,0.14285,0.21977,0.065938,0.010999,0.05495,0.18122,0.081021,0.089533,0.087431,0.1002,0.099173,0.10046,0.093315,0.065919,0.10174
often,amusing,0.027096,0.041104,0.01371,0.01371,0.041104,0.082194,0.17807,0.16437,0.23286,0.10959,0.12328,0.027814,0.020237,0.030904,0.048895,0.097445,0.15292,0.21201,0.17976,0.10322,0.12679
wildly,imaginative,0.083121,1.3332e-05,0.013345,0.040008,1.3332e-05,0.040008,0.080003,0.080003,0.26664,0.18666,0.29331,0.02228,0.013748,0.018473,0.025717,0.043219,0.066801,0.12963,0.19165,0.17959,0.30889
pretty,heavy,0.046817,0.031255,0.039067,0.054691,0.023443,0.046879,0.125,0.17187,0.21874,0.15625,0.13281,0.050386,0.031343,0.052089,0.059436,0.085059,0.12564,0.1934,0.1807,0.10405,0.1179
so,intriguing,0.034189,0.025644,0.021371,0.042737,0.012824,0.021371,0.072651,0.1282,0.16239,0.1453,0.36751,0.037357,0.0206,0.027861,0.034081,0.05155,0.074111,0.12007,0.16831,0.16545,0.30061
most,redeeming,0.69832,0.11321,0.075476,0.037748,0.13207,0.13207,0.094341,0.094341,0.094341,0.11321,0.11321,0.4463,0.14822,0.12498,0.091677,0.071583,0.042894,0.027995,0.018727,0.011658,0.015958
more,reminiscent,0.013876,0.048312,0.03382,0.057973,0.067634,0.12077,0.13043,0.15459,0.14009,0.11111,0.13526,0.042768,0.027792,0.042661,0.056727,0.093427,0.12498,0.15691,0.17148,0.12389,0.15937
very,boring,0.02225,0.24584,0.13561,0.13186,0.11356,0.10191,0.067388,0.053245,0.043261,0.038686,0.068636,0.28343,0.12835,0.13084,0.12046,0.10829,0.078427,0.055069,0.037792,0.023451,0.033894
truly,entertaining,0.028309,0.044874,0.019233,0.028848,0.019233,0.032053,0.060899,0.092949,0.21153,0.17628,0.3141,0.042631,0.022435,0.025821,0.03587,0.056898,0.078461,0.12504,0.19782,0.17223,0.2428
